village_code,village_name,subdistrict_code,num_households,centre_lat,centre_long,ne_lat, ne_long,sw_lat,sw_long
178663,Turkaulia Urf Karmahia,937,781.0,27.0174802,82.6024155,27.03369,82.6165401,27.0023001,82.5917899
178664,Tendua Asnahara,937,634.0,27.0191255,82.5780878,27.0393699,82.6014701,27.0028999,82.5662099
178665,Banrahi Jangal,937,355.0,27.0086044,82.6564461,27.01229,82.6688099,27.00074,82.6426801
178666,Aaher,937,129.0,27.0019217,82.668597,27.0117099,82.67637,26.9957601,82.6601799
178672,Parsa Langra,937,125.0,27.0114091,82.7104337,27.01711,82.71571,27.00664,82.70547
143784,Dakhena Sekhpur,822,365.0,26.5314137,81.072706,26.54174,81.0797301,26.5208701,81.06117
122963,Nagla Bhambujat,757,107.0,27.7115381,78.0922911,27.71435,78.09821,27.70813,78.08569
143785,Badhauna,822,221.0,25.5569381,82.8613701,25.56509,82.87946,25.54175,82.8521898
143773,Sherpur Lawal,822,538.0,26.5541136,81.0616662,26.57023,81.07343,26.54182,81.04736
178682,Fersam,937,192.0,26.9973271,82.6787212,27.0008299,82.68437,26.9917501,82.67283
178684,Kothila Khas,937,293.0,26.9928615,82.6631969,26.9984199,82.6715399,26.9889399,82.6551999
178687,Rampur,937,236.0,25.4842209,82.5916032,25.4882,82.59499,25.47884,82.5731599
178689,Korhia Deeh,937,171.0,26.9881968,82.6719719,26.99379,82.67609,26.98281,82.6685399
178694,Mahanua,937,108.0,26.9878511,82.6793961,26.99241,82.6870099,26.98185,82.6744399
178695,Pakari Moti,937,126.0,26.9914782,82.6928925,26.99491,82.6970701,26.9890401,82.6876001
178698,Kothili,937,349.0,26.9825583,82.6901934,26.99064,82.69604,26.9774101,82.68283
178700,Parhari,937,101.0,26.0335295,81.3330655,26.0384,81.34015,26.02793,81.32421
178703,Ekdengwa,937,157.0,26.9760104,82.7050369,26.98566,82.71082,26.97092,82.69474
178705,Lapsi,937,134.0,26.9704311,82.6820956,26.97684,82.68831,26.96741,82.67632
178709,Pach Mohani,937,183.0,26.968344,82.6982903,26.97162,82.7046499,26.9645801,82.6860799
122969,Garaw Garhi,757,232.0,27.5667938,77.9895675,27.57522,77.9994199,27.55836,77.9777901
178713,Farendia,937,107.0,27.0104343,82.7198772,27.01759,82.7251101,27.0067501,82.7134101
178715,Hariharpur,937,100.0,26.6643802,83.0025643,26.6713911,83.00982,26.6584283,82.9950142
178716,Siswa Baruwar,937,310.0,26.992875,82.7198772,27.00039,82.7264201,26.9829401,82.7070701
122970,Sathiya,757,523.0,27.6800869,78.0544946,27.6829389,78.056767,27.6771623,78.0521213
178720,Basdeela,937,162.0,26.9729977,83.0958558,26.9764901,83.09903,26.9691199,83.09242
178722,Chhanwatia,937,199.0,26.9774041,82.7320168,26.98311,82.73895,26.9721999,82.72275
178723,Munderwa,937,139.0,26.8534147,82.4061975,26.8582699,82.4115099,26.84758,82.40209
178726,Parsa Purai,937,104.0,26.971405,82.7576377,26.97625,82.76607,26.9627401,82.7514501
178727,Mugaraha,937,123.0,26.9772592,82.7576377,26.9824699,82.7673901,26.97434,82.7540099
178732,Dasia,937,482.0,26.9615058,82.7643784,26.9736701,82.7787199,26.9494601,82.7519099
178733,Sehamo,937,123.0,26.960952,82.7535929,26.9668601,82.7582,26.9540699,82.74454
178735,Keuwan Japti,937,176.0,26.9454741,82.7657265,26.95255,82.77511,26.9387899,82.75862
178737,Umara Khas,937,290.0,26.9450455,82.7859443,26.95368,82.7940399,26.93156,82.77172
178738,Basauka,937,114.0,26.9552231,82.7845966,26.96059,82.7896999,26.9508,82.77716
178739,Parsa Damya,937,425.0,26.9681894,82.7805534,26.97639,82.79844,26.9589099,82.77585
178745,Pararia Chait Singh,937,146.0,26.9514516,82.7967246,26.9589099,82.8055,26.9469901,82.7875999
178746,Manikaura,937,105.0,26.9630033,84.0511025,26.97377,84.05875,26.9497,84.03347
178748,Muniawn,937,174.0,26.9377529,82.7996321,26.94417,82.80619,26.93067,82.79572
178749,Majhaua Baikunth,937,130.0,26.9506064,82.8088504,26.9574199,82.8164399,26.9441299,82.7992101
178755,Aura Deeh,937,102.0,27.1005974,82.4874588,27.10825,82.49837,27.09364,82.4768399
178757,Majhaua Khaguri,937,279.0,26.9258219,82.7535929,26.9342599,82.76065,26.9197,82.74479
178759,Basdila,937,101.0,26.8385187,82.9676299,26.8432563,82.9740165,26.8321512,82.9598665
178761,Basdilia,937,123.0,27.0910852,82.667247,27.09904,82.6802399,27.08711,82.66019
178765,Siswari,937,209.0,26.9131307,82.7630304,26.9172499,82.77159,26.91054,82.75547
178769,Kanethu Bujurg,937,241.0,26.9587277,82.7104337,26.9695901,82.7201001,26.9529999,82.70004
178771,Rengee,937,184.0,26.9632569,82.7308366,26.9647487303,82.7320234303,26.9620507697,82.7293254697
178775,Parsa Khal,937,146.0,26.9518976,82.7198772,26.95741,82.72704,26.9466301,82.71013
178776,Kanthui,937,104.0,26.9484129,82.7090846,26.9540801,82.71443,26.9435701,82.7017899
178778,Kharahara Japti,937,158.0,26.9424189,82.7063862,26.9497901,82.7134801,26.93686,82.69911
178779,Saltaua Gopalpur,937,482.0,26.9328881,82.7239498,26.9482901,82.72938,26.93194,82.71006
178781,Koilsa,937,141.0,26.2664672,83.0126381,26.27109,83.0168,26.2635501,83.0095199
178783,Sihawara,937,211.0,26.9489655,82.7481996,26.9571599,82.7545499,26.9406901,82.7370999
178784,Jogia Joori Kuiyan,937,200.0,26.9383726,82.7414572,26.9464499,82.74648,26.9308499,82.73802
178786,Kakrahia,937,124.0,26.9066973,82.9837557,26.91026,82.9864199,26.9039,82.9785999
178790,Gorkhar,937,154.0,26.9495221,82.6739968,26.95331,82.68038,26.9435999,82.67032
178792,Gauhania,937,232.0,25.2900989,81.8087721,25.2968699,81.8235801,25.2837601,81.80162
178793,Ledwa,937,105.0,27.1999843,83.1814544,27.2039501,83.1898499,27.1964743,83.178823
178794,Hasanpur,937,229.0,28.7237807,78.2846303,28.7331947,78.2934665,28.7161089,78.2744122
178799,Surat Garha,937,155.0,26.9325192,82.6847949,26.9392799,82.6877699,26.9246699,82.6785698
178801,Manwan,937,104.0,26.9300113,82.6928925,26.93491,82.6992999,26.9264999,82.68708
178803,Pachanu,937,113.0,26.9334973,82.7036876,26.9394101,82.71145,26.92722,82.6981699
178808,Bhitari Pachano,937,154.0,26.9240166,82.6901934,26.92901,82.6962199,26.91722,82.68494
178809,Jhalhania,937,122.0,26.9158611,82.688169,26.91832,82.69263,26.9134899,82.6841199
178811,Majhava Khurd,937,192.0,26.923317,82.6766965,26.93018,82.68726,26.91665,82.66862
178815,Pakari Bhikhi,937,116.0,26.9047784,82.7144811,26.9101101,82.7202499,26.89995,82.70893
178820,Aurh Jangal,937,639.0,26.9729242,82.6456434,26.98639,82.6627999,26.9536,82.6263
178822,Pitaut,937,144.0,26.9602467,82.6550958,26.9629199,82.66278,26.95409,82.6496
178823,Telia Deeh,937,118.0,26.6726553,83.3742644,26.6756,83.37729,26.6706301,83.37004
178827,Chaukwa,937,168.0,26.9547495,82.6760216,26.95729,82.679,26.95182,82.67245
178828,Sekhui,937,214.0,27.1334319,83.3107911,27.14013,83.3177501,27.12698,83.3013699
178830,Amarauli Shumali,937,941.0,26.9436561,82.6456434,26.9597199,82.66632,26.92315,82.62755
178831,Basthanwa,937,162.0,26.9357044,82.6334883,26.94178,82.6386599,26.92616,82.62325
178833,Amarauli Janubi,937,137.0,26.9348863,82.6739968,26.93834,82.68062,26.9293999,82.6658401
178837,Panch Lauria,937,155.0,26.8990554,82.6604966,26.9035401,82.66695,26.8956799,82.6520099
178838,Shivpur,937,305.0,25.3595143,82.9515001,25.3642591,82.9660261,25.3501902,82.945458
178841,Tinich Shukul,937,167.0,26.8845451,82.634839,26.88975,82.64127,26.8748,82.62566
178842,Belwadan,937,136.0,26.8743681,82.6361896,26.8781901,82.64397,26.8713499,82.63009
178845,Sari Kalp,937,167.0,26.8807865,82.6469938,26.88539,82.65241,26.8730501,82.6444
178852,Ghurhupur,937,169.0,26.8936741,82.6585242,26.8979001,82.6669399,26.88766,82.6519499
122993,Amarpur Ghana,757,426.0,27.6270057,78.0837346,27.63853,78.09332,27.6197101,78.0726
178859,Betahua,937,207.0,26.878841,82.665897,26.88359,82.67478,26.87488,82.66016
143779,Ratana Pur,822,210.0,26.5312272,81.046484,26.53712,81.0551299,26.5258499,81.03724
178870,Bansapar,937,231.0,26.9128649,82.700989,26.91713,82.71075,26.90781,82.6935001
178874,Korhiyapur,937,124.0,26.8956464,82.6935672,26.8989901,82.69719,26.89133,82.69102
178891,Baheria,937,324.0,26.1102667,81.1016779,26.11761,81.1131901,26.1033201,81.09129
178893,Belauri Shukul,937,122.0,26.8711066,82.7003143,26.8733101,82.70445,26.8689601,82.69524
178894,Pipara Japti,937,430.0,26.8826096,82.7104337,26.88709,82.7166699,26.8721399,82.69572
178908,Belahsa,937,126.0,26.9288956,82.7279705,26.93217,82.7323801,26.92283,82.7223099
178910,Zinwan,937,335.0,26.9127238,82.7266217,26.92415,82.7344601,26.9056001,82.7165599
178911,Narainpur,937,148.0,25.7522179,83.9406844,25.7537299,83.94363,25.7500499,83.93707
178914,Pokhar Bhitwa,937,122.0,27.3466255,82.634839,27.3506501,82.6410799,27.33791,82.6258199
178919,Laximanpur,937,197.0,27.0796777,82.700989,27.08602,82.70793,27.0727701,82.69152
178921,Bhadi Khurd,937,358.0,26.8924958,82.7603341,26.89925,82.7645,26.8890099,82.75344
178922,Manjharia,937,107.0,26.2027253,82.7340398,26.20567,82.74018,26.1999901,82.72832
166928,Naipura,907,511.0,26.6647753,82.1414438,26.67307,82.1522099,26.6562401,82.1323601
166929,Ausan Pur,907,470.0,26.6335153,82.5118186,26.6423299,82.52416,26.6254999,82.49839
166930,Karanpur Bersawa,907,467.0,26.6425578,82.4888124,26.6570799,82.49903,26.63029,82.47182
166931,Mahuwari,907,627.0,25.8231874,83.6866967,25.8270503,83.6904358,25.8197877,83.6819173
166948,Babhanpur Meranpura,907,248.0,26.6034877,82.5679487,26.60835,82.5762999,26.59837,82.56181
166949,Dhelmau,907,104.0,26.6143633,82.551723,26.617594,82.5544239,26.6108794,82.5482011
166950,Salarpur,907,230.0,28.5463281,77.3884251,28.5541073,77.3940287,28.5336723,77.3798433
166953,Baddupur,907,120.0,27.2167837,81.1058159,27.22505,81.11675,27.2024101,81.09426
166957,Majha Mahripur,907,108.0,26.5928314,82.6307869,26.5954299,82.63651,26.5873401,82.62698
166959,Mahripur,907,136.0,26.9681818,82.6388908,26.9750151,82.6481443,26.9617101,82.630335
166963,Salarpur Rajaur,907,152.0,26.5970118,82.5983615,26.60377,82.60578,26.5909299,82.59002
166964,Fatahpur Knhaura,907,143.0,26.5879364,82.5929557,26.5947401,82.60278,26.58327,82.58538
166966,Makhdoom Nagar,907,339.0,26.5857074,82.6064693,26.59147,82.6129301,26.58031,82.59682
166968,Kakrahi,907,210.0,25.1468833,81.8797976,25.1571501,81.88458,25.13872,81.8669843
166971,Husainpur Sudhana,907,378.0,26.5725852,82.6078205,26.58185,82.6182701,26.56598,82.59116
166972,Kanaudha,907,107.0,26.5820734,82.5929557,26.58789,82.60062,26.57682,82.5853101
166980,Rustampur,907,112.0,26.7299578,83.3689967,26.7385119,83.3766489,26.7223262,83.3633995
166982,Asopur(Ansik),907,940.0,26.5681213,82.634839,26.57338,82.64918,26.55649,82.62255
166984,Arkhapur Kaji,907,168.0,26.5544386,82.6395661,26.5591099,82.6430399,26.54854,82.63648
166985,Daulatpur Kaji,907,175.0,26.5548576,82.6334883,26.5574699,82.64001,26.5479999,82.6310699
166992,Sulampur,907,143.0,26.5403364,82.6361896,26.54384,82.64062,26.53512,82.6314199
166993,Mojanpur,907,135.0,26.5435476,82.6415919,26.5490199,82.64559,26.5392901,82.63769
166996,Sakrawal,907,123.0,26.5414308,82.6549589,26.546708,82.6594697,26.5377914,82.6492023
167001,Chintaura,907,827.0,26.5407489,82.6726469,26.5482799,82.68572,26.53334,82.6653499
167005,Dhaurahra,907,254.0,27.3565321,81.0354406,27.3622599,81.04594,27.34914,81.0270801
167006,Pakolia,907,280.0,26.5301382,82.665897,26.5367399,82.67606,26.52035,82.6573301
167009,Alampur Shekhpur,907,119.0,26.5255351,82.6334883,26.53321,82.6376,26.52066,82.6257899
167013,Belahri,907,121.0,25.7690367,84.3410586,25.78074,84.3560199,25.74878,84.32781
167014,Gaura Gujar,907,366.0,26.5167332,82.6618468,26.5237899,82.67698,26.5048499,82.64452
167016,Majha Ultahwa,907,165.0,26.5611083,82.7266217,26.5764599,82.7379999,26.54963,82.7131
167021,Rasoolpur Mubarakpur,907,536.0,26.5371126,82.6874942,26.5429801,82.6943,26.53078,82.68222
167022,Duhiya,907,282.0,25.5554867,83.5949262,25.56096,83.60655,25.54662,83.58564
167023,Ismailpur Beldaha,907,419.0,26.5387699,82.7198772,26.54488,82.7268399,26.53481,82.7133099
167024,Saddopur,907,136.0,26.5379423,82.7036876,26.54062,82.71242,26.5324199,82.69794
167026,Punthar,907,587.0,26.5292963,82.6780463,26.5368201,82.6868099,26.51736,82.6672201
167027,Rampur Kala,907,616.0,27.1825111,83.6913481,27.1846759,83.6930708,27.1811459,83.6889138
167029,Shahpur Kurmaul,907,331.0,26.5292824,82.7063862,26.53901,82.71744,26.52193,82.6948599
167033,Hasanpur Sunthar,907,263.0,26.5130829,82.7050369,26.51958,82.71541,26.50391,82.6982301
167041,Saidpur Rajopur,907,210.0,26.5528303,82.6084961,26.55518,82.6112501,26.5508499,82.60492
167048,Arsawa,907,160.0,26.5424242,82.5916042,26.54852,82.60109,26.5331499,82.58217
167050,Faridpur Kutub Kalan,907,124.0,26.5415898,82.6037668,26.5448999,82.6102499,26.53606,82.59754
167051,Dariyapur Kutubpur,907,125.0,26.5413123,82.6125495,26.5436999,82.61787,26.5349499,82.6081701
167054,Hithori,907,261.0,26.5294403,82.5956587,26.5352201,82.60676,26.5211,82.58453
167058,Mamrejpur,907,239.0,26.3240873,80.4674159,26.326999,80.4728365,26.3184597,80.4637385
167059,Meeranpur Sadar Ali,907,213.0,26.5961674,82.582143,26.60161,82.5896199,26.5930399,82.5760701
167062,Faridpur Kala,907,230.0,26.5900229,82.576736,26.5958299,82.5851301,26.58417,82.57015
167063,Danpur,907,178.0,28.1946431,78.2063123,28.198267,78.2120775,28.1906834,78.2014132
167068,Daulatpuriksara,907,251.0,26.5721521,82.5713286,26.5816898,82.5812999,26.56003,82.5652799
167070,Brahimpur Bergan,907,332.0,26.5639053,82.5537514,26.5778801,82.5624,26.5514501,82.54691
167071,Purachak Sarai,907,176.0,26.5746509,82.5490184,26.5799,82.5534499,26.56775,82.54604
167074,Nawsanda,907,120.0,26.5534325,82.5496946,26.55986,82.55431,26.5439101,82.54403
167080,Bihrai,907,117.0,26.5580574,82.582143,26.56124,82.5900001,26.5519001,82.5724101
167088,Foolpur,907,357.0,25.5510396,82.088374,25.5554509,82.0967102,25.5444548,82.0764542
167097,Balrampur,907,287.0,27.4297064,82.1768018,27.4392786,82.1996641,27.4195477,82.1645164
167102,Jiyapur,907,224.0,26.5817769,82.5591603,26.5904199,82.5681199,26.57578,82.5484199
167103,Daipur,907,218.0,26.7010505,79.0998078,26.7073,79.10818,26.69531,79.0926999
167104,Utrethoo,907,749.0,26.6158354,82.4826708,26.6234914,82.4997299,26.59227,82.46941
167111,Bhuwalpur,907,255.0,25.9160023,81.3536914,25.9222801,81.3618599,25.91243,81.3480699
167113,Deengurpur,907,111.0,26.5991349,82.4712142,26.60353,82.47351,26.5946099,82.4659
167122,Meethepur,907,570.0,26.5777971,82.483398,26.58898,82.4966399,26.56441,82.4611599
167124,Bhadsari,907,667.0,25.8871586,83.0639905,25.8885190303,83.0657494,25.8858210697,83.0627131
167125,Chitwai,907,347.0,26.5726775,82.5253481,26.58709,82.53059,26.55958,82.5173
167127,Gauhaniya,907,183.0,25.2900989,81.8087721,25.2968699,81.8235801,25.2837601,81.80162
167129,Khookhootara,907,184.0,26.5573099,82.5118186,26.5681799,82.51771,26.5475299,82.50522
167130,Ghooranpur,907,162.0,28.0165728,78.7787889,28.0311799,78.78819,28.0048801,78.7689099
167134,Badruddinpur,907,347.0,26.5516727,82.5300828,26.5552002,82.5342316,26.5473701,82.5263201
167136,Bharidieh,907,502.0,26.5440468,82.5104655,26.55478,82.5248399,26.52886,82.4954499
167138,Khanshapur,907,366.0,26.5396028,82.5375224,26.55114,82.54806,26.5292901,82.5282199
167139,Nasrullah Pur,907,412.0,26.5481343,82.5605124,26.55424,82.56864,26.5421001,82.5496099
167140,Aliganj,907,118.0,27.4922073,79.1689623,27.504522,79.1806125,27.4834511,79.1578889
167147,Salauddin Pur,907,157.0,26.5255242,82.576736,26.5330399,82.58076,26.5159501,82.56934
167148,Guwan,907,272.0,26.5234242,82.5645687,26.5296901,82.5728198,26.51491,82.55661
167149,Mujahid Pur,907,199.0,26.5228597,82.5537514,26.5307199,82.55887,26.5187299,82.54769
167150,Mahmood Pur,907,168.0,28.7540723,77.3712026,28.7576332,77.3761082,28.7513501,77.3667526
167154,Budhan Pur,907,132.0,29.1879338,78.5313007,29.1916382,78.5356594,29.1852314,78.5265826
167165,Makdoom Sarey,907,190.0,26.5121269,82.6010642,26.51542,82.60409,26.50702,82.5867199
167166,Dahiya Pur,907,451.0,26.5915916,79.2479342,26.6029601,79.2591999,26.5842,79.2404301
167170,Bihrojpur,907,724.0,25.7117143,82.7468511,25.7185601,82.75249,25.7081899,82.7391399
167171,Khetapur,907,158.0,25.5155798,82.7090846,25.52299,82.71455,25.5101601,82.70152
167172,Pipri Mohamadi,907,195.0,26.5013765,82.6199801,26.51281,82.62828,26.49165,82.61518
167174,Basawan Pur,907,148.0,27.7790079,78.7547053,27.7863499,78.76244,27.77287,78.7486601
167175,Bhatauli,907,111.0,26.4762715,79.8996789,26.48344,79.9157001,26.4653101,79.88995
167178,Tenduwa Khas,907,157.0,26.5066769,82.665897,26.50926,82.6723899,26.5027,82.65875
167180,Bhasra,907,254.0,26.4935482,82.667247,26.5052399,82.67406,26.4783,82.6574398
167182,Piyare Pur,907,105.0,26.4974617,82.6577963,26.5029399,82.6609199,26.4915899,82.6516
167183,Rahim Patti,907,106.0,26.4855909,82.6550958,26.4951299,82.65804,26.4791299,82.6486801
167184,Mohiuddin Pur,907,264.0,29.9849648,77.6435896,29.9883926,77.6481055,29.981962,77.6392436
167185,Balya Jagdishpur,907,213.0,26.4767805,82.6834453,26.48865,82.69176,26.4665,82.6759
167186,Bharha,907,186.0,26.4904638,82.6928925,26.4978999,82.69981,26.48521,82.6847299
167187,Amiya Babhan Pur,907,316.0,26.4653236,82.6888438,26.47632,82.7018,26.45782,82.6801099
167188,Daularpur Mahmoodpur,907,435.0,26.4647537,82.7063862,26.4701,82.71336,26.4569599,82.69849
167189,Pipra Saidpur,907,171.0,26.4555394,82.6982903,26.46449,82.70483,26.4492699,82.68768
167190,Rudrapur Bhagahi,907,181.0,26.453157,82.7090846,26.4598399,82.71757,26.44376,82.70191
167192,Ajmeri Badshah Pur,907,866.0,26.5476824,82.7508963,26.5561,82.76018,26.5312199,82.7331899
167194,Foolpur,907,276.0,25.5510396,82.088374,25.5554509,82.0967102,25.5444548,82.0764542
167195,Persawa Kala,907,111.0,26.5303847,82.7279705,26.5365299,82.7324601,26.5258499,82.72257
167197,Sulempur Persawa,907,323.0,26.5278643,82.7360628,26.53376,82.7464899,26.5221199,82.72659
167198,Akdalla,907,358.0,26.5208753,82.7428057,26.52991,82.74809,26.5132199,82.72275
167199,1Sonhan,907,162.0,26.5257547,82.7522446,26.5314599,82.75632,26.51798,82.74647
167200,Sabook Pur,907,234.0,26.5109523,82.7495479,26.51892,82.7577199,26.50136,82.7423699
167201,Jalalpur Sabakpur,907,450.0,26.516105,82.7643784,26.5276299,82.77173,26.5025301,82.7528099
167206,Kallamuden Pur,907,151.0,26.5441734,82.7684226,26.54879,82.77892,26.5371399,82.7596101
167208,Rampur Benepur,907,305.0,26.5334295,82.7589859,26.5411599,82.77124,26.5232801,82.75021
167210,Narayanpur Pretampur,907,324.0,26.5263622,82.7702384,26.53379,82.7848699,26.5221925,82.76719
167211,Aakipur,907,148.0,26.5304645,82.7872919,26.5344301,82.7927799,26.5256101,82.7831899
167212,Harsamhar,907,321.0,26.5211586,82.7770561,26.5246812,82.7912016,26.5122076,82.7715599
167213,Medhe Sulempur,907,292.0,26.5099321,82.7872919,26.5151301,82.79519,26.50227,82.7823599
167214,Mahmud Pur,907,133.0,27.7370142,80.5986914,27.7395297,80.6022906,27.7350191,80.5952955
167217,Nourahne Rampur,907,231.0,26.5643969,82.7913346,26.57032,82.7998099,26.5584799,82.7841199
167223,Modepur Ganeshpur,907,168.0,26.5540642,82.7899871,26.56053,82.7949199,26.54976,82.7840299
167224,Nasera Bad,907,205.0,26.5579858,82.7805534,26.56571,82.7865101,26.5521299,82.77435
167225,Jalalpur Manikpur,907,153.0,26.5476529,82.7792057,26.5538401,82.7855799,26.5407,82.77467
167226,Dhourhara,907,120.0,26.5451294,82.7872919,26.55174,82.7945299,26.5406301,82.7811999
167227,Fajilpuruska,907,146.0,26.5458105,82.8007667,26.55216,82.8071201,26.53971,82.79208
167228,Tursampur,907,129.0,26.7568319,82.151645,26.7595165,82.156024,26.7526618,82.1444951
167229,Narkta Bairgepur,907,223.0,26.5492874,82.8115447,26.5570699,82.81878,26.53953,82.8057399
167231,Aouje Pur,907,229.0,26.5364669,82.7899871,26.54345,82.79618,26.53069,82.78466
167232,Ekdange,907,197.0,26.5294747,82.7967246,26.5361901,82.8050799,26.52239,82.79139
167239,Kewtala,907,477.0,26.5276657,82.8775218,26.53574,82.8867099,26.51418,82.86702
167240,Tandwa Purab,907,130.0,26.5425196,82.8519465,26.5471,82.8568701,26.53388,82.84739
167243,Barge Nijam,907,122.0,26.5533055,82.8330954,26.55788,82.83623,26.5443099,82.82719
167244,Taroule Mubarak Pur,907,158.0,26.5527633,82.8223209,26.5595699,82.8297299,26.5440201,82.8140898
167246,Doultpur,907,118.0,26.5408956,82.819627,26.5452201,82.82655,26.5372701,82.8140898
167247,Shnkerpur Vishunpur,907,169.0,26.5414378,82.8304019,26.54596,82.8364499,26.5370001,82.8246599
167248,Rampur,907,102.0,25.4842209,82.5916032,25.4882,82.59499,25.47884,82.5731599
167249,Faredpur Saifan,907,162.0,26.5419792,82.8411751,26.5466499,82.84857,26.5358801,82.8358
167251,Fatehnoor Pur,907,162.0,26.5326383,82.8304019,26.53913,82.83432,26.5250999,82.82429
167253,Kajeepur,907,104.0,26.5217163,82.846561,26.5263599,82.84907,26.5159999,82.8393399
167257,Dnekwa,907,125.0,26.5107911,82.8627162,26.5157901,82.86978,26.50747,82.8574801
167262,Barhe Afdilpur,907,275.0,26.5180139,82.8021141,26.5263199,82.81352,26.5138799,82.7951099
167263,Semra Naserpur,907,596.0,26.494818,82.8075032,26.5070301,82.8249399,26.47768,82.79387
167266,Gohila,907,516.0,26.4841672,82.8290551,26.4941201,82.8392799,26.47326,82.8180501
167267,Tandwa Daarupur,907,146.0,26.4812769,82.8007667,26.49079,82.8058901,26.4720701,82.79227
167268,Harnedeh,907,171.0,26.5107851,82.7751622,26.51808,82.7828101,26.50279,82.76833
167270,Dayampur,907,154.0,26.495265,82.7872919,26.50227,82.79237,26.49109,82.78169
167274,Baniyane,907,297.0,26.4985054,82.7643784,26.5031099,82.7728199,26.48539,82.7516798
167277,Hajiyapur,907,106.0,26.1571155,83.1367549,26.1650701,83.14188,26.1501499,83.13341
167280,Arusa Azampur,907,258.0,26.4833945,82.7845966,26.49221,82.7930499,26.4749299,82.77691
167281,Mohamadpur Muslman,907,325.0,26.4808691,82.7926822,26.4897701,82.79761,26.4737001,82.7857599
167282,Bajdaiyapai Pur,907,387.0,26.4740482,82.7738143,26.48191,82.7880201,26.46087,82.75838
167286,Pura Choube,907,144.0,26.5044002,82.7360628,26.51524,82.74638,26.49962,82.72977
167287,Husenpur Grant,907,154.0,26.5104037,82.7387601,26.5134499,82.7446401,26.50594,82.7342299
167288,Mohmadpur Sabukpur,907,184.0,26.5048118,82.7441542,26.51116,82.74789,26.5020701,82.7396899
167290,Doultpur Hajalpatti,907,612.0,26.4968612,82.7320168,26.5045099,82.73556,26.4883201,82.7181201
167291,Pipre Bishunapur,907,259.0,26.4945005,82.7144811,26.5051899,82.72514,26.4887798,82.70936
167292,Dewhat,907,574.0,24.8646189,82.1917556,24.86861,82.19668,24.85836,82.18566
167295,Dashraicha,907,150.0,26.4814821,82.7468511,26.4881,82.75557,26.47529,82.7375601
167296,Badiyane Khurd,907,111.0,26.4760257,82.7549412,26.4842299,82.75922,26.46676,82.7511699
143735,Mangteya,822,481.0,26.5712125,80.9622388,26.57753,80.9793001,26.55734,80.94858
167300,Belaparsa,907,701.0,26.4669775,82.7212261,26.4784001,82.73829,26.45506,82.7109799
167301,Hariaya,907,419.0,26.4568881,82.7535929,26.4736299,82.76347,26.4469,82.7357799
167303,Motigarpur,907,369.0,26.2391891,82.3065228,26.2449453,82.3101926,26.2374779,82.2997857
167307,Umrapur Manapur,907,151.0,26.4345414,82.7468511,26.4429799,82.75951,26.4284499,82.7403501
167311,Masda Mohanpur,907,489.0,26.4499246,82.7320168,26.4573101,82.74675,26.4402199,82.71635
167313,Mohmmadpur Kapure,907,153.0,26.4384632,82.7374115,26.4450899,82.7454401,26.43183,82.72798
167315,Pura Bajgoti,907,282.0,26.412296,82.7711185,26.4216799,82.7753699,26.4005799,82.7637999
167316,Midur,907,1266.0,26.4202446,82.7832489,26.4361299,82.7989,26.4057599,82.76942
167318,Makdum Nagar,907,217.0,26.4571262,82.7872919,26.46075,82.79068,26.4538801,82.7799501
167319,Jamaupur,907,161.0,26.453201,82.7967246,26.4610401,82.80479,26.4491201,82.78957
167320,Adelpur,907,110.0,26.4484601,82.7899871,26.45468,82.7946701,26.44217,82.7849699
167322,Baskhari,907,1435.0,26.4523849,82.7805534,26.460738,82.7900934,26.4477131,82.7556754
167324,Padariya Fauladpur,907,187.0,26.3985751,82.7899871,26.4031901,82.79726,26.39343,82.7833
167326,Ramdih Saray,907,895.0,26.3953249,82.8128918,26.4070391,82.8186001,26.3865999,82.79141
167327,Katariya,907,854.0,26.6021708,82.5848464,26.6065401,82.5911901,26.5982199,82.57574
122939,Nagla Jahru,757,104.0,27.7360466,78.1250848,27.7439699,78.13095,27.72776,78.1158801
143742,Raghunath Khera,822,335.0,26.5509791,81.0119681,26.5623099,81.0272199,26.5436799,80.99797
122994,Aundua,757,252.0,27.6219672,78.0922911,27.62687,78.10007,27.61545,78.0861199
143743,Akbarpur Beniganj,822,223.0,26.5591989,80.9802002,26.5658201,80.9893601,26.5499099,80.9678699
122945,Nagla Sewa,757,103.0,27.7140108,78.1208079,27.71826,78.12335,27.7090399,78.11565
143753,Nagram,822,673.0,26.6189793,81.1402905,26.6226773,81.1452233,26.6142464,81.1341191
122981,Dayanatpur,757,268.0,27.6273368,78.0584175,27.6287905,78.0601357,27.6259768,78.0569601
143673,Bajgaheya,822,234.0,26.6834646,81.166481,26.70015,81.1780401,26.6754199,81.15961
143674,Khawas Khera,822,175.0,26.6855273,81.1761279,26.69322,81.17943,26.6807699,81.17236
143676,Sarthuwa,822,223.0,26.7440105,80.9912514,26.7494099,81.00425,26.7370899,80.97931
147321,Meerakhpur,836,328.0,26.9563962,78.8524199,26.9718199,78.86445,26.9430501,78.8374999
147324,Kakarai,836,207.0,26.9309436,78.9160943,26.93902,78.92555,26.9235201,78.9056199
147326,Chandanpur Beebamau,836,175.0,26.9090378,78.9146798,26.9178599,78.92521,26.9016101,78.90426
