region_code,region_name,tehsil_code,num_households,centre_lat,centre_long,ne_lat, ne_long,sw_lat,sw_long
191305,Barsipar,962,763.0,26.3181348,83.9400227,26.3292498,83.94874,26.3066299,83.9280101
191307,Bindwalia Misra,962,124.0,26.3401317,83.9386991,26.34469,83.9447,26.3378798,83.9332201
135650,Baudhikalan,800,364.0,27.9035182,80.1679758,27.9131499,80.1798299,27.89667,80.1530699
136014,Khunti Buzurg,800,343.0,27.7730548,80.3742163,27.77858,80.3823501,27.7625,80.36573
215458,Talibpur Sarai,1010,111.0,27.8137678,78.5632461,27.8225599,78.57498,27.8057201,78.5538501
136016,Nadauwa,800,129.0,27.7626091,80.3909164,27.7684799,80.39724,27.75641,80.38461
191314,Banarhi,962,175.0,25.7845367,84.099966,25.79078,84.10902,25.7795799,84.09032
135651,Bhura Khan,800,143.0,27.8949677,80.1498362,27.8993099,80.1592499,27.88986,80.1425101
136020,Pharia Piparia,800,158.0,27.8028005,80.3018107,27.8118699,80.3227201,27.7873801,80.29684
136021,Semar Ghat,800,251.0,27.7907991,80.2962385,27.8051,80.30714,27.7795699,80.27971
136022,Mahua Dhab,800,156.0,27.77801,80.2795195,27.7911899,80.2913399,27.7699199,80.2705801
191319,Chouthia,962,157.0,26.323493,83.9625195,26.3315499,83.9696699,26.31885,83.95843
136024,Dhakhaura,800,272.0,27.7807596,80.3185252,27.7903399,80.32872,27.76673,80.3096199
191321,Pyasi,962,465.0,26.3126999,83.9506104,26.3170301,83.9618401,26.30586,83.9421798
136027,Pipri Aziz,800,415.0,27.7532971,80.3408061,27.76996,80.349,27.73686,80.32764
136028,Sadaarpur,800,187.0,27.7486615,80.3575128,27.75959,80.36587,27.7397501,80.3471401
136029,Khunit Khurd,800,398.0,27.7566014,80.3672569,27.7646599,80.37862,27.73509,80.35854
191327,Paran Chapara,962,146.0,26.3041754,83.9228136,26.30767,83.9329055,26.3001101,83.9145701
191328,Nadouli,962,117.0,26.3053301,83.9327425,26.3070501,83.9377799,26.3018314,83.9309601
191330,Nadawar,962,114.0,26.2946002,83.9310878,26.2967,83.93328,26.29333,83.9297701
136035,Aliapur,800,177.0,28.0674252,80.4589001,28.0688324803,80.4600556303,28.0661345197,80.4573576697
191333,Harawa Urf Aurangabad,962,230.0,26.2782674,83.9360518,26.28195,83.9407299,26.2726899,83.9320901
136038,Hairam Khera,800,236.0,27.7437894,80.3087755,27.7512299,80.3171501,27.73822,80.3015499
191336,Kasba Salempur,962,497.0,26.2808356,83.944655,26.28487,83.9510799,26.27765,83.937
191338,Deoria Urf Shampur,962,993.0,26.2839593,83.9664886,26.2884401,83.9781,26.27844,83.95342
191339,Kauria Kazi,962,136.0,26.2762177,83.9572268,26.2800799,83.96586,26.2694801,83.95069
136044,Jamunia Shaghabaz,800,273.0,27.7161109,80.3073826,27.7245601,80.32418,27.7004199,80.28822
191341,Kauria Jairam,962,144.0,26.2766315,83.9448031,26.2776599,83.94867,26.2690699,83.94014
191342,Ahirouli Lala,962,481.0,26.2694443,83.9360518,26.2744699,83.94103,26.26317,83.9305
136047,Dharma Khera,800,311.0,27.7339381,80.3338439,27.7412701,80.33965,27.7233499,80.3242501
136048,Chaukharia,800,117.0,27.7300713,80.3408061,27.73879,80.34489,27.72089,80.33717
135656,Dohra Ajitpur,800,192.0,27.879119,80.1512317,27.89067,80.16623,27.8719099,80.1432401
191346,Parsia Tara,962,197.0,26.2761908,83.883624,26.277533,83.8966601,26.26447,83.8784101
135998,Kulhoura,800,161.0,27.8127272,80.3811751,27.82029,80.38861,27.80431,80.3769
191350,Ahrouli Dhamur,962,135.0,26.2695154,83.902951,26.2799099,83.91629,26.26397,83.8962699
136055,Behra Jorawar,800,191.0,27.7122597,80.3352364,27.7251,80.34489,27.69812,80.3236201
135658,Behtiafgan,800,276.0,27.893669,80.1721613,27.89935,80.17753,27.8871899,80.1655899
191359,Dighara Sumali,962,182.0,26.2472889,83.8989777,26.25467,83.90539,26.24331,83.8957499
191362,Thakur Gouri,962,107.0,26.2083657,83.9876532,26.21549,83.99243,26.2029599,83.98096
191363,Chhapra Prayag,962,221.0,26.2442011,83.9128831,26.2478599,83.9180799,26.2417,83.9091399
191364,Thoka Banshi,962,117.0,26.2829177,83.906924,26.2872799,83.91165,26.28049,83.90168
136001,Kukurjoti,800,305.0,27.807289,80.3449831,27.81348,80.3504601,27.7993799,80.33801
191368,Hichhoura,962,141.0,26.2724779,83.9208276,26.27523,83.9230199,26.26904,83.9179
191370,Bachhaur,962,214.0,26.2689974,83.9254615,26.2752499,83.9322699,26.26417,83.92013
215460,Salempur Lala,1010,332.0,27.8075246,78.5706985,27.8092255,78.5720838,27.8058804,78.5671915
191372,Tilouli,962,285.0,26.1748662,83.9254615,26.1805599,83.9301,26.16759,83.9201699
135687,Shahpur Jagir,800,187.0,27.8762671,80.2739458,27.8881699,80.2916899,27.86286,80.2618301
191374,Urdouli,962,306.0,26.2613283,83.9353899,26.2656,83.9398801,26.2569401,83.9312999
191375,Malipur,962,145.0,26.2832248,82.648411,26.2861135,82.6547349,26.2792365,82.6451842
191377,Patrouli,962,124.0,26.2675055,83.9598732,26.27203,83.96365,26.26233,83.9550901
191379,Nad Ghat,962,303.0,26.2724168,83.9717805,26.2817,83.97815,26.2670701,83.96381
191387,Dol Chhapra,962,272.0,26.2621779,83.9731033,26.2678401,83.9821099,26.25576,83.9648399
215446,Kiloni Rafaat Pur,1010,484.0,27.8340838,78.6471864,27.8427299,78.6555499,27.8231401,78.6351699
191389,Tetari Hardo,962,108.0,26.2353406,83.929433,26.24348,83.93496,26.2307301,83.9238698
191391,Pura Dakhila,962,230.0,26.2580142,83.9439933,26.2624799,83.9480999,26.25149,83.93855
191393,Malkauli,962,232.0,26.2493017,83.9466402,26.2529498,83.94965,26.24511,83.9421
191394,Dhngara,962,143.0,26.2430847,83.9386991,26.24931,83.9425299,26.2363699,83.93008
191396,Pandepur,962,103.0,25.487958,83.1126209,25.49116,83.1166901,25.4822501,83.10992
191399,Bardiha Dalpat,962,455.0,26.2262144,83.9572268,26.2299,83.96187,26.2223,83.9534801
191401,Kairouta,962,323.0,26.268164,83.8711574,26.27929,83.8793601,26.2606001,83.8643399
191402,Mathapar,962,157.0,26.278739,83.8777825,26.2812799,83.88298,26.2748601,83.8701899
191403,Thakur Gouri,962,194.0,26.2083657,83.9876532,26.21549,83.99243,26.2029599,83.98096
191408,Pipra Ramdhar,962,242.0,26.2704838,83.877474,26.2740605,83.8821174,26.2677878,83.8746071
191410,Barthalala,962,163.0,26.2547604,83.8671821,26.25797,83.87125,26.2521901,83.8627199
136009,Amrolia,800,279.0,27.7895069,80.3811751,27.79413,80.39015,27.78197,80.37395
191418,Dighara Januwi,962,131.0,26.2466141,83.883082,26.2495399,83.8869999,26.24102,83.87851
135741,Bisarikhera,800,110.0,27.8777121,80.3561207,27.8861501,80.3614801,27.8729,80.3525499
191422,Bisouli Maphi,962,102.0,26.232133,83.888381,26.23683,83.89322,26.2269201,83.8812001
191423,Bhatouli,962,173.0,26.4762715,79.8996789,26.48344,79.9157001,26.4653101,79.88995
191424,Pipra Pathak,962,115.0,26.2263626,83.8910303,26.2317398,83.89517,26.2186899,83.88196
191426,Pipra Bagh,962,175.0,26.2144843,83.888381,26.2192699,83.8944,26.2105301,83.88414
135673,Bhogiapur,800,551.0,27.8970574,80.219583,27.9045801,80.22631,27.88965,80.21001
191428,Pipra Dawan,962,116.0,26.2086011,83.888381,26.21084,83.89597,26.2010099,83.8837098
191429,Babhaniyaw,962,139.0,26.211992,83.8989777,26.2142399,83.9029399,26.2092101,83.89375
191430,Pipra Sravan,962,121.0,26.2123283,83.906924,26.2179599,83.91113,26.20778,83.90168
191433,Indouli,962,213.0,26.2480737,83.9175175,26.2513099,83.92044,26.24516,83.9139799
135671,Kheriyamisra,800,190.0,27.8581599,80.2028489,27.8653,80.21246,27.8526099,80.19642
191438,Dhanouti Lala,962,174.0,26.2393616,83.9201656,26.24468,83.9245501,26.235,83.9140501
191440,Pipra Misra,962,463.0,26.2349848,83.9036132,26.2392699,83.9060799,26.2313699,83.9007
191445,Dharmer,962,563.0,26.1892592,83.9001661,26.1969865,83.9040145,26.1867354,83.8925387
191447,Kurawal Hari,962,274.0,26.1922952,83.9201656,26.203502,83.9301201,26.1850601,83.91531
191448,Kurawal Tara,962,146.0,26.1896881,83.9281092,26.19699,83.9350701,26.1852899,83.9216298
191453,Tilouli,962,233.0,26.1748662,83.9254615,26.1805599,83.9301,26.16759,83.9201699
191455,Devkali,962,154.0,28.2960326,80.049301,28.3004889,80.0530386,28.289398,80.0438976
191457,Jiraso,962,274.0,26.4041354,83.9228136,26.40886,83.9294,26.39612,83.91728
215463,Chhawani,1010,288.0,26.7752179,82.3811227,26.7772136,82.3843288,26.7737367,82.3768348
135676,Barwari Mang,800,333.0,27.8661463,80.2335255,27.87908,80.2455201,27.8557201,80.22321
215395,Mozampur Husan Pur,1010,499.0,27.8762435,78.8297701,27.8900401,78.8491201,27.86699,78.8161399
191468,Balia Dksin,962,322.0,26.1455166,83.892355,26.152,83.90056,26.13292,83.88093
191470,Dhakkapur,962,149.0,26.1477156,83.9095726,26.15397,83.9118299,26.14489,83.9055899
135677,Udhannapur,800,117.0,27.8808472,80.2363137,27.88423,80.24323,27.8738399,80.22913
191472,Padri Gajarat,962,145.0,26.2241134,83.9192407,26.2354801,83.92173,26.2186,83.91085
191474,Karjaha,962,198.0,26.2156058,83.9148693,26.21987,83.91949,26.21037,83.90832
191475,Itahua Misra,962,156.0,26.2107654,83.9221516,26.21467,83.9318201,26.2081898,83.91717
191476,Itahu Hajam,962,102.0,26.2089032,83.9128831,26.21501,83.9191501,26.20605,83.9060099
191478,Kundouli,962,665.0,26.1535789,83.2800342,26.1640553,83.2858199,26.1478044,83.2735216
191481,Bardiha Prasuram,962,817.0,26.2299037,83.9400227,26.2417,83.9474901,26.2178,83.92654
191482,Rautpar Pandey,962,147.0,26.216053,83.9254615,26.22241,83.9325,26.2126299,83.91811
191485,Baba Hardo,962,242.0,26.2040626,83.9201656,26.20879,83.9299501,26.20097,83.9100701
191490,Harkhouli,962,228.0,26.3982643,83.8028782,26.40191,83.8081199,26.3924299,83.7978801
191491,Ruchapar,962,113.0,26.3139467,83.7564317,26.31798,83.76064,26.3080901,83.75251
191497,Satotar,962,131.0,26.2028319,83.9433315,26.20453,83.94867,26.20003,83.93874
191499,Sarakara,962,145.0,26.1971705,83.9486254,26.1998901,83.9529,26.1925601,83.94498
191507,Sahjour,962,181.0,26.2484425,83.9611964,26.2544801,83.9665301,26.2402399,83.9548701
191510,Majhawalia,962,149.0,26.3891421,83.8128265,26.39699,83.8223401,26.37906,83.80698
191511,Bourdih,962,121.0,26.2376825,83.9588808,26.2395801,83.9652099,26.23604,83.95319
191518,Rautpar Amethia,962,615.0,26.2318314,83.9720791,26.23656,83.9822599,26.21925,83.96111
215465,Jiauddinpur,1010,367.0,27.7998217,78.6214317,27.80551,78.6297401,27.7936,78.61063
191522,Rautpar Raghen,962,373.0,26.237784,83.9876532,26.24476,83.9963099,26.22645,83.97459
215397,Mallah Nagar,1010,650.0,27.8783199,78.7844548,27.8866799,78.7976799,27.86819,78.7732599
191529,Dogari Misra,962,120.0,26.2244999,84.0041828,26.22638,84.01122,26.22127,83.99471
191530,Matiara Jagadish,962,391.0,26.2189384,83.9942656,26.2232201,84.00061,26.2092399,83.98931
191531,Thakur Gouri,962,353.0,26.2083657,83.9876532,26.21549,83.99243,26.2029599,83.98096
191532,Balwa Gouri,962,483.0,26.2042285,83.9942656,26.21584,83.9987301,26.19384,83.98094
191533,Ropan Chhapra,962,472.0,26.2015998,83.9889092,26.2055714,84.0023756,26.1988825,83.9752454
191535,Patneji,962,184.0,26.2194891,84.0074882,26.22338,84.0121301,26.2166699,84.00061
191536,Parasia Chak Lal,962,291.0,26.210883,84.0127765,26.22087,84.0224339,26.20498,84.0022001
191539,Ratanpura,962,351.0,25.9387988,83.7385073,25.94354,83.7476799,25.93225,83.73045
191541,Chordiha,962,235.0,26.332401,83.8605559,26.34014,83.8680199,26.3276999,83.8530599
191542,Sutawar,962,210.0,26.1873617,83.9866612,26.1895816,83.9884508,26.1856728,83.9845562
191544,Garhwa Khas,962,399.0,26.1929003,84.0048439,26.1972,84.0115801,26.1891,83.9983899
191546,Ukina Khas,962,154.0,26.1834126,83.9889757,26.18661,83.9941899,26.1792399,83.9775
191549,Meharouna,962,436.0,26.1752462,84.0048439,26.18011,84.0113001,26.1697799,83.9955201
215466,Tatarpur Mafi,1010,1083.0,27.7913835,78.6242691,27.80052,78.63161,27.7880299,78.61418
136032,Baikuan,800,544.0,27.7575383,80.3185252,27.7731499,80.3348999,27.74617,80.3012301
191555,Babhanuli Pandey,962,234.0,26.1813775,83.9578885,26.1840362,83.9610172,26.1794724,83.9536142
191556,Majirio,962,105.0,26.1729257,83.9492871,26.17665,83.95737,26.1695201,83.94548
215398,Shah  Pur Mafi,1010,295.0,26.7964637,84.1026062,26.79926,84.1067699,26.79357,84.0969201
191560,Bhewali,962,139.0,26.1627625,83.9175175,26.1717899,83.92963,26.15707,83.9096401
191561,Sajaw,962,502.0,26.1708429,83.9347281,26.1820099,83.94672,26.16378,83.9285699
136034,Dandaura,800,108.0,27.7617749,80.2962385,27.7677901,80.3027999,27.75344,80.2910899
191568,Bawan Pali Gosai,962,172.0,26.1496698,83.929764,26.15177,83.93207,26.14661,83.92712
191572,Sahia,962,308.0,26.1387764,83.906924,26.14496,83.9094201,26.13476,83.90221
135694,Nagra,800,576.0,25.9680187,83.8711574,25.9759758,83.8807367,25.9619267,83.8663232
191575,Majha Walia,962,126.0,26.3891421,83.8128265,26.39699,83.8223401,26.37906,83.80698
191577,Mathila Upadhyay,962,143.0,26.1459995,83.9386991,26.1487199,83.94478,26.1443301,83.9327799
135695,Bishokar,800,194.0,27.933642,80.4298704,27.9443901,80.45721,27.91381,80.41747
191580,Takia Dharhi,962,671.0,26.1377987,83.9099037,26.1388239803,83.91261,26.1361260197,83.9074101
215467,Firozpur Sihola Baksulla Khan,1010,265.0,27.8286335,78.5163894,27.83586,78.5259899,27.8222799,78.50994
191582,Kharwania,962,306.0,26.1433903,83.9466402,26.1492799,83.9552199,26.13336,83.93801
191591,Kausar,962,325.0,27.6166629,80.9843446,27.62626,80.9966701,27.61022,80.97897
191593,Khemadei,962,625.0,26.1597629,83.9863306,26.1620442,83.9915086,26.1568632,83.9817237
191594,Hata,962,344.0,26.7385509,83.7438188,26.7484813,83.756165,26.7349565,83.7325536
191595,Nadouli,962,512.0,26.3053301,83.9327425,26.3070501,83.9377799,26.3018314,83.9309601
191598,Churia,962,931.0,26.1550872,84.0154204,26.1618323,84.0188026,26.1512775,84.0112066
191599,Bankata Dixit,962,154.0,26.3094561,83.9783946,26.31614,83.9880799,26.30693,83.97404
136040,Jamunia Rana,800,238.0,27.7281161,80.3129541,27.73447,80.32275,27.7202901,80.30302
215468,Firozpur Sihola Aliyar Khan,1010,242.0,27.8204396,78.5220701,27.82509,78.53138,27.81381,78.5157499
136042,Chapartala,800,194.0,25.1352975,82.2121421,25.14065,82.2164999,25.12927,82.20516
135952,Galrai,800,373.0,27.8530599,80.2739458,27.8628899,80.2795599,27.84387,80.2559399
136045,Jamunia Jarukey,800,202.0,27.7230922,80.324096,27.7316901,80.3328,27.71185,80.3134999
135705,Jamhaura,800,603.0,27.9311259,80.497996,27.94404,80.5110301,27.9223,80.48524
215469,Birhara,1010,312.0,26.7100365,81.8033057,26.7195199,81.80947,26.70203,81.79404
136049,Gurdeo Khera,800,263.0,27.742075,80.3463754,27.7464299,80.3503999,27.7325899,80.3377499
215470,Firozpur Sihola Farjand Ali Kh,1010,197.0,27.811769,78.5220701,27.81604,78.53142,27.8035899,78.51389
136053,Lidhipai,800,394.0,27.7200166,80.363081,27.73081,80.37348,27.7035399,80.35159
135886,Kishunpur Jamuni,800,155.0,27.8220306,80.0632713,27.8314601,80.07614,27.80914,80.04688
135712,Pipri Narayanpur,800,188.0,27.1486486,80.7740912,27.1612301,80.79328,27.1401701,80.7590099
136054,Khakhra,800,1078.0,27.7076225,80.3519443,27.7170101,80.3619401,27.7006499,80.3385799
171213,Bisunapur,919,262.0,28.3098078,81.1940404,28.3141699,81.20678,28.30081,81.1838601
171214,Bardiya,919,467.0,28.3212888,81.2147035,28.32756,81.2250414,28.3126001,81.20678
171215,Fakirpuri,919,315.0,28.3112316,81.2160809,28.3160699,81.2251542,28.30139,81.20399
171217,Bajpur Bankati,919,598.0,28.2584101,81.1168494,28.2729999,81.12965,28.24742,81.1062899
215471,Karsari Hiyatgarhi,1010,348.0,27.8176501,78.5405304,27.82374,78.5509799,27.8034099,78.52753
171223,Matehi,919,287.0,28.2449517,81.1775059,28.2531701,81.1961101,28.22678,81.16553
171226,Jangal Gulariha,919,742.0,28.2231749,81.1995511,28.2296701,81.2112701,28.21971,81.19173
171231,Lalbojhe,919,395.0,28.1281974,81.2339842,28.1383799,81.24908,28.1220601,81.22502
171232,Semari Ghatahi,919,800.0,28.1259512,81.22159,28.14105,81.2372,28.10946,81.20367
171234,Mahrajsingh Nagar,919,423.0,28.1119789,81.196107,28.1139399,81.1997898,28.10846,81.1924601
171235,Dharmapur,919,240.0,25.7450789,82.7374115,25.75422,82.75159,25.7384201,82.7238801
171238,Majhawa,919,733.0,25.2155739,82.7481996,25.2260601,82.7667801,25.2007599,82.73004
171241,Amritpur,919,183.0,27.5403542,79.5975652,27.5429037,79.6003674,27.5372339,79.593029
135751,Rampur Ramdas,800,195.0,27.798032,80.2140053,27.8038199,80.22071,27.79298,80.2055199
171243,Naubana,919,876.0,28.0559702,81.2336399,28.0574193303,81.2346458803,28.0547213697,81.2319479197
171244,Majhara,919,1780.0,26.9309725,82.0870127,26.94227,82.10609,26.9159501,82.07438
171247,Semrahana,919,148.0,28.0089343,81.2986767,28.03324,81.3081999,27.9991899,81.2844801
135683,Dulhapur Chube,800,135.0,27.87373,80.2586162,27.8811601,80.26309,27.87003,80.2531301
171249,Girgtti,919,794.0,27.9903807,81.2353612,28.0066601,81.2464399,27.97791,81.2116998
171251,Bhiwrabir Ghat,919,115.0,28.0533685,81.3124341,28.07176,81.3243,28.03758,81.2953401
171252,Khariya,919,416.0,24.1141288,82.7209265,24.1352201,82.74036,24.10621,82.71196
171253,Nainiha,919,270.0,28.006902,81.3124341,28.0296299,81.3333399,27.99532,81.3024901
171254,Katraniya,919,356.0,27.9922045,81.3096828,27.9995801,81.3234301,27.9825299,81.29948
171255,Jhala,919,1382.0,28.071893,80.455424,28.0735754803,80.4564184803,28.0708775197,80.4537205197
171256,Jalim Nagar,919,1125.0,27.9784898,81.2766598,27.98538,81.29196,27.97047,81.2694999
171258,Mangauriya,919,786.0,27.9679187,81.2931731,27.98418,81.30618,27.9597001,81.27789
171259,Rajapur,919,241.0,25.3871454,81.1499406,25.3927301,81.1563492,25.378656,81.1398267
171260,Argorawa,919,610.0,28.0134895,81.4636018,28.0230099,81.4793801,27.99941,81.4534299
171264,Ghumna Bharu,919,180.0,28.1474712,81.3199996,28.1495235,81.3233203,28.1445189,81.3159642
171265,Babhaniya Fata,919,136.0,28.1113986,81.2890451,28.12151,81.2942601,28.1027201,81.28619
171266,Chitlahwa,919,269.0,28.1280107,81.3220628,28.13958,81.3330801,28.12486,81.3148301
171268,Kakraha,919,516.0,28.1042955,81.3371911,28.1182,81.34941,28.08326,81.32355
171269,Chorwa,919,868.0,28.0909964,81.3564411,28.11305,81.3746301,28.0789499,81.3468198
171270,Gaura Pipra,919,793.0,28.0906904,81.3976746,28.10008,81.4134101,28.07586,81.38226
171273,Kanjarwa,919,395.0,28.0404829,81.4306454,28.05794,81.4482599,28.0299099,81.412
171274,Songawa,919,167.0,28.052101,81.4306454,28.0594299,81.4347499,28.04662,81.4156099
171276,Gaurariya,919,373.0,28.0461263,81.4512448,28.0521701,81.46024,28.0395599,81.44338
171277,Petarha,919,470.0,27.9819771,81.3316903,27.99915,81.34472,27.9747101,81.32281
171279,Karmohna,919,420.0,28.1326918,81.3846197,28.1358978,81.3871523,28.1296922,81.3825484
171280,Parsohna,919,393.0,28.1426019,81.3921781,28.1558099,81.41278,28.1325601,81.37252
215473,Birsua,1010,254.0,27.7988813,78.5234903,27.80806,78.53682,27.79066,78.5048399
171282,Basthanwa,919,400.0,26.9357044,82.6334883,26.94178,82.6386599,26.92616,82.62325
171283,Sahoni,919,520.0,28.1493781,81.4423191,28.1515551,81.4456136,28.1434701,81.44128
171284,Chaudhari Gaon,919,979.0,28.1446738,81.4251512,28.16366,81.44022,28.1276799,81.40638
171285,Matehi Kalan,919,666.0,28.1292969,81.4114142,28.14148,81.4274799,28.10801,81.39526
171286,Puraina Raghunath,919,710.0,28.1084566,81.4031707,28.11659,81.41495,28.09671,81.39259
171287,Majgawa,919,251.0,26.7231733,82.6152516,26.72684,82.61859,26.71967,82.6113698
171290,Sarra Kalan,919,885.0,28.0985657,81.4306454,28.1139701,81.44611,28.0879401,81.41086
135727,Kasta,800,1791.0,27.8477265,80.5299541,27.8584282,80.5394841,27.8402144,80.5178546
171292,Hansuliya,919,453.0,28.0534217,81.3591907,28.06861,81.3742801,28.0426701,81.3502801
171293,Mahdewa,919,168.0,27.1201796,83.3709253,27.12781,83.37849,27.1142301,83.3625
171295,Mihi Purwa,919,1706.0,28.0315726,81.3811839,28.0410799,81.4030799,28.0181399,81.3707699
171297,Parwani Gauri,919,1241.0,28.0153379,81.3770606,28.0204,81.38406,28.00997,81.36794
171298,Ainchuwa,919,145.0,28.0018339,81.3701881,28.0157501,81.3812001,27.9938599,81.36015
171299,Joginiya,919,807.0,28.0341647,81.4457522,28.04077,81.45572,28.0263501,81.43793
171300,Visram Gaon,919,224.0,28.0367298,81.4636018,28.05178,81.4808001,28.02706,81.45392
171301,Bharha,919,147.0,26.4904638,82.6928925,26.4978999,82.69981,26.48521,82.6847299
171302,Antahwa,919,290.0,28.0261346,81.4800746,28.03653,81.49761,28.0159299,81.4621801
171306,Argorawa,919,1141.0,28.0134895,81.4636018,28.0230099,81.4793801,27.99941,81.4534299
171307,Bhagwanpur Kurmiyana,919,269.0,28.0069946,81.4759568,28.0153601,81.48651,27.99969,81.46401
171308,Chikaniya,919,270.0,27.9940051,81.4773294,28.00265,81.4910499,27.9863799,81.46028
171309,Pargahwa,919,493.0,28.0100652,81.5020328,28.02392,81.5157201,28.0025899,81.4903301
171311,Ayodhya Gaon,919,297.0,27.9861396,81.4910545,27.99338,81.5049,27.9772199,81.4796699
215452,Ahrauli,1010,851.0,28.0376652,78.2372905,28.0387566,78.2390392,28.0358304,78.2353377
171313,Katghar,919,414.0,28.8257792,78.7964874,28.8271281803,78.7978363803,28.8244302197,78.7951384197
171314,Kailashpur Jhoman Gaon,919,216.0,27.9933107,81.5130095,28.00604,81.52407,27.97673,81.49776
171315,Mohnapur Gangapur,919,222.0,27.9755356,81.5075214,27.9842801,81.5144101,27.97038,81.4953801
171316,Ahlad Gaon,919,220.0,27.9733181,81.4951716,27.98329,81.50817,27.96658,81.48649
171317,Bishun Nath Gaon,919,779.0,27.9683636,81.4855648,27.97857,81.50362,27.95334,81.46883
171318,Bakhatawar Gaon,919,590.0,27.9584376,81.5130095,27.9668,81.5229999,27.9440499,81.4950599
171319,Keshawpur Murawa,919,200.0,27.9775824,81.5171254,27.9882901,81.52575,27.9657201,81.50362
171320,Imam Nagar Gadrahwa,919,213.0,27.9751846,81.5253564,27.9856801,81.5373899,27.96781,81.51505
171321,Mirjapur Chahlwa,919,457.0,27.9594538,81.5294716,27.9718501,81.5394,27.94717,81.51543
171323,Basantpur Udal,919,566.0,27.9888544,81.5349581,28.002,81.55168,27.9732,81.51974
171324,Rampur Munna Pathak,919,218.0,27.988331,81.5500441,27.9998301,81.55943,27.97592,81.54447
171325,Dubidhapur,919,502.0,27.9854047,81.5733528,27.9935899,81.5850799,27.9717099,81.5565698
171326,Jamunha Babaganj,919,765.0,27.9669558,81.5569003,27.97892,81.56992,27.9571701,81.5464101
171327,Bargadaha Chilbila,919,463.0,27.9604679,81.54593,27.9683199,81.5546899,27.9483201,81.53189
171328,Bishunapur,919,217.0,27.408516,82.1632046,27.4250261,82.17638,27.40081,82.15033
171329,Gawarkha,919,271.0,27.9365389,81.5349581,27.94717,81.54806,27.92775,81.5198699
171330,Kalwari,919,674.0,26.633333,82.683333,26.6346819803,82.6846819803,26.6319840197,82.6819840197
171332,Madhopur Nidauna,919,290.0,28.0360214,81.54593,28.04271,81.56339,28.02581,81.52854
171334,Hathiya Bojhi,919,253.0,28.0114233,81.5239846,28.02191,81.53851,28.00137,81.5148
171336,Sheopur Mohraniya,919,228.0,28.0382345,81.5582715,28.0449743,81.568565,28.0284399,81.54655
171337,Ranjit Bojha,919,586.0,28.0260876,81.5733528,28.0370238,81.58575,28.01736,81.55739
171339,Bhagwanpur Karinga,919,594.0,28.006628,81.5404443,28.0172601,81.55116,27.9927801,81.53036
171340,Parampur,919,202.0,25.3114295,82.8707924,25.31612,82.87702,25.3088199,82.8663299
171341,Gendpur,919,456.0,27.9905433,81.5623849,27.99912,81.5682699,27.98263,81.55396
171343,Nidha Nagar Pokhara,919,262.0,28.0148016,81.5788361,28.0221901,81.58488,28.00641,81.5669399
171344,Pach Pakari,919,202.0,28.0212859,81.5898016,28.0283,81.5986599,28.01145,81.5826401
171349,Muralidhar Dadauli,919,176.0,27.9819421,81.6117277,27.9924499,81.6208599,27.97305,81.60606
171351,Rampur Husen Bux,919,359.0,27.9832796,81.6336474,27.9900734,81.6461999,27.97484,81.6250499
171360,Lakshamanpur Salarpur,919,500.0,27.9453846,81.5843191,27.9588401,81.58936,27.9361299,81.5732001
171363,Lakhahiya,919,755.0,27.9419149,81.6226884,27.9567499,81.63696,27.9266201,81.60822
171364,Jhauhana,919,106.0,27.1895754,81.9070966,27.20037,81.91875,27.1778499,81.89057
171366,Bhawaniyapur Tikuri,919,318.0,27.9317377,81.5514154,27.93767,81.56583,27.92329,81.5363199
171368,Nawwa Gaon,919,415.0,27.9094901,81.567869,27.92356,81.58373,27.8963801,81.5556298
171369,Makanpur,919,587.0,26.9018779,79.9786327,26.9125139,79.9851253,26.8916554,79.9605071
171372,Sheopur Semra,919,367.0,27.8995377,81.5952837,27.91164,81.6051501,27.88028,81.58183
171373,Jalalpur,919,464.0,26.3093328,82.7374115,26.3189213,82.7488807,26.296563,82.7265358
171374,Sheo Nagra,919,134.0,27.8836281,81.5966542,27.8917501,81.60198,27.8775501,81.5887799
171375,Chaugoie Bilaspur,919,417.0,27.9128405,81.6226884,27.92297,81.6336701,27.9052199,81.60957
171376,Hariharpur Puraina,919,291.0,27.9251382,81.6336474,27.9417299,81.64598,27.92073,81.61668
171378,Ram Nagar Gulariha,919,270.0,27.9199893,81.6446049,27.9251001,81.6528699,27.90989,81.62891
171380,Rahim Nagar,919,254.0,26.8831887,80.9643114,26.8863261,80.967594,26.880412,80.9599111
171382,Madhawapur Raghunath,919,319.0,27.8957272,81.6281681,27.91142,81.63685,27.88251,81.61487
171384,Jamunaha Naubasta,919,318.0,27.8827596,81.6062468,27.8953,81.6116699,27.8718099,81.5936301
171385,Mansor Nagar Saie Gaon,919,212.0,27.8744016,81.588431,27.88293,81.59841,27.8642501,81.57433
171389,Majgawa,919,350.0,26.7231733,82.6152516,26.72684,82.61859,26.71967,82.6113698
171390,Fultekra,919,252.0,27.9588586,81.7103155,27.9702401,81.72642,27.9452,81.70099
171391,Gulariha,919,403.0,27.0140035,83.2318634,27.01926,83.2430399,27.00483,83.2213999
171393,Lakshamanpur Lahsorwa,919,180.0,27.9244059,81.7417812,27.9332201,81.74594,27.9166601,81.7345901
