region_code,0_0,0_1,0_2,0_3,0_4,0_5,0_6,0_7,0_8,1_0,1_1,1_2,1_3,1_4,1_5,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9
199954,0.21,0.007,0.597,0.015,0.114,0.05,0.0,0.002,0.005,0.131,0.859,0.007,0.002,0.0,0.0,0.015,0.0,0.0,0.384,0.012,0.005,0.002,0.582,0.0,0.0
162994,0.222,0.007,0.545,0.014,0.118,0.007,0.0,0.083,0.003,0.465,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.024,0.038,0.434,0.392,0.0,0.0
163104,0.347,0.003,0.041,0.008,0.47,0.008,0.014,0.104,0.005,0.112,0.885,0.0,0.0,0.003,0.0,0.019,0.0,0.003,0.011,0.0,0.027,0.186,0.754,0.0,0.0
199969,0.116,0.0,0.752,0.066,0.034,0.011,0.0,0.011,0.009,0.337,0.663,0.0,0.0,0.0,0.0,0.002,0.004,0.0,0.006,0.009,0.004,0.0,0.975,0.0,0.0
195874,0.093,0.0,0.617,0.112,0.0,0.056,0.0,0.112,0.009,0.075,0.916,0.0,0.0,0.0,0.009,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.972,0.0,0.0
163107,0.087,0.0,0.01,0.005,0.277,0.015,0.0,0.6,0.005,0.144,0.826,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.031,0.0,0.149,0.821,0.0,0.0
163108,0.102,0.012,0.0,0.011,0.443,0.029,0.003,0.39,0.012,0.242,0.755,0.004,0.0,0.0,0.0,0.001,0.0,0.0,0.014,0.019,0.013,0.115,0.833,0.003,0.0
123514,0.088,0.002,0.033,0.013,0.732,0.132,0.0,0.0,0.0,0.589,0.404,0.0,0.0,0.0,0.007,0.002,0.0,0.0,0.026,0.059,0.004,0.0,0.725,0.182,0.0
163046,0.293,0.003,0.037,0.016,0.348,0.197,0.012,0.087,0.007,0.416,0.581,0.0,0.001,0.001,0.0,0.001,0.004,0.001,0.007,0.004,0.008,0.197,0.766,0.01,0.001
163115,0.078,0.0,0.008,0.008,0.443,0.094,0.025,0.344,0.0,0.119,0.881,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.238,0.016,0.016,0.279,0.439,0.0,0.0
162980,0.266,0.0,0.013,0.015,0.037,0.551,0.002,0.116,0.0,0.337,0.653,0.01,0.0,0.0,0.0,0.007,0.0,0.0,0.082,0.097,0.007,0.094,0.705,0.008,0.0
163125,0.187,0.0,0.003,0.003,0.365,0.231,0.017,0.191,0.003,0.264,0.729,0.007,0.0,0.0,0.0,0.0,0.003,0.003,0.023,0.013,0.003,0.535,0.415,0.0,0.003
195897,0.117,0.025,0.315,0.198,0.015,0.036,0.005,0.289,0.0,0.086,0.904,0.005,0.0,0.005,0.0,0.01,0.005,0.0,0.0,0.01,0.0,0.005,0.97,0.0,0.0
163130,0.028,0.0,0.0,0.007,0.007,0.573,0.378,0.007,0.0,0.643,0.336,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.007,0.014,0.392,0.587,0.0,0.0
163136,0.246,0.006,0.006,0.047,0.501,0.106,0.0,0.088,0.0,0.188,0.804,0.009,0.0,0.0,0.0,0.006,0.003,0.0,0.085,0.018,0.085,0.375,0.408,0.021,0.0
163143,0.315,0.007,0.168,0.007,0.273,0.154,0.0,0.077,0.0,0.329,0.671,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.014,0.0,0.042,0.441,0.483,0.0,0.0
195912,0.062,0.014,0.345,0.069,0.007,0.117,0.0,0.386,0.0,0.117,0.869,0.007,0.0,0.007,0.0,0.041,0.0,0.0,0.014,0.0,0.014,0.0,0.931,0.0,0.0
118711,0.351,0.0,0.053,0.002,0.119,0.369,0.005,0.1,0.001,0.426,0.562,0.002,0.0,0.009,0.0,0.011,0.0,0.0,0.078,0.091,0.001,0.0,0.819,0.001,0.0
118713,0.465,0.0,0.372,0.008,0.038,0.09,0.019,0.008,0.0,0.519,0.479,0.002,0.0,0.0,0.0,0.002,0.0,0.0,0.207,0.0,0.0,0.0,0.772,0.019,0.0
118719,0.149,0.0,0.368,0.027,0.125,0.289,0.012,0.03,0.0,0.663,0.331,0.0,0.0,0.0,0.006,0.003,0.006,0.0,0.337,0.033,0.0,0.006,0.581,0.033,0.0
118720,0.172,0.0,0.319,0.055,0.132,0.312,0.0,0.01,0.0,0.618,0.377,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.981,0.008,0.0
118721,0.395,0.0,0.582,0.011,0.011,0.0,0.0,0.0,0.0,0.78,0.215,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
118722,0.26,0.0,0.269,0.006,0.133,0.284,0.029,0.015,0.004,0.221,0.776,0.003,0.0,0.0,0.0,0.001,0.0,0.0,0.055,0.006,0.0,0.0,0.937,0.0,0.0
118723,0.299,0.0,0.316,0.076,0.137,0.148,0.017,0.0,0.007,0.526,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.003,0.0,0.955,0.0,0.0
118725,0.355,0.001,0.076,0.015,0.045,0.459,0.009,0.035,0.004,0.365,0.626,0.003,0.006,0.0,0.0,0.073,0.0,0.0,0.1,0.0,0.0,0.0,0.817,0.01,0.0
118726,0.132,0.0,0.057,0.0,0.046,0.718,0.023,0.023,0.0,0.569,0.431,0.0,0.0,0.0,0.0,0.092,0.0,0.0,0.0,0.006,0.006,0.0,0.897,0.0,0.0
118727,0.037,0.0,0.256,0.028,0.031,0.52,0.02,0.108,0.0,0.516,0.484,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.024,0.0,0.002,0.0,0.957,0.002,0.0
118729,0.15,0.0,0.101,0.026,0.118,0.533,0.062,0.01,0.0,0.428,0.569,0.0,0.0,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.993,0.003,0.0
118734,0.224,0.0,0.736,0.005,0.0,0.02,0.01,0.005,0.0,0.527,0.473,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.751,0.0,0.0,0.244,0.0,0.0
118735,0.48,0.041,0.271,0.006,0.08,0.093,0.001,0.027,0.003,0.508,0.482,0.001,0.004,0.0,0.004,0.073,0.0,0.003,0.001,0.017,0.0,0.0,0.902,0.004,0.0
118736,0.113,0.0,0.359,0.03,0.017,0.467,0.003,0.011,0.0,0.467,0.517,0.0,0.0,0.017,0.0,0.0,0.0,0.003,0.157,0.025,0.006,0.0,0.809,0.0,0.0
118738,0.32,0.006,0.442,0.011,0.122,0.066,0.022,0.006,0.006,0.431,0.564,0.006,0.0,0.0,0.0,0.061,0.0,0.0,0.05,0.006,0.0,0.0,0.884,0.0,0.0
118739,0.275,0.0,0.428,0.011,0.145,0.138,0.0,0.0,0.004,0.482,0.514,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.993,0.0,0.0
118740,0.105,0.0,0.463,0.021,0.186,0.14,0.0,0.084,0.0,0.554,0.446,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.011,0.0,0.951,0.014,0.0
118742,0.203,0.001,0.185,0.01,0.106,0.475,0.015,0.003,0.001,0.648,0.35,0.001,0.0,0.0,0.001,0.022,0.0,0.0,0.356,0.108,0.0,0.0,0.504,0.01,0.0
118750,0.15,0.0,0.0,0.0,0.158,0.692,0.0,0.0,0.0,0.117,0.867,0.017,0.0,0.0,0.0,0.017,0.0,0.0,0.017,0.942,0.0,0.0,0.025,0.0,0.0
118756,0.198,0.0,0.378,0.036,0.054,0.324,0.005,0.005,0.0,0.685,0.311,0.0,0.0,0.005,0.0,0.027,0.0,0.0,0.239,0.018,0.0,0.0,0.707,0.009,0.0
118757,0.285,0.0,0.075,0.015,0.061,0.54,0.02,0.004,0.0,0.738,0.258,0.004,0.0,0.0,0.0,0.003,0.0,0.0,0.197,0.004,0.0,0.0,0.782,0.014,0.0
118758,0.149,0.0,0.0,0.244,0.088,0.332,0.015,0.172,0.0,0.847,0.149,0.0,0.0,0.0,0.004,0.073,0.0,0.0,0.023,0.019,0.015,0.0,0.844,0.027,0.0
118760,0.266,0.006,0.069,0.016,0.11,0.508,0.003,0.021,0.001,0.558,0.441,0.0,0.0,0.0,0.001,0.014,0.0,0.0,0.637,0.017,0.0,0.001,0.33,0.0,0.0
118762,0.155,0.0,0.411,0.03,0.139,0.232,0.003,0.027,0.003,0.64,0.354,0.0,0.0,0.005,0.0,0.008,0.0,0.0,0.071,0.123,0.003,0.0,0.779,0.016,0.0
118764,0.119,0.0,0.0,0.008,0.03,0.702,0.033,0.109,0.0,0.528,0.472,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.313,0.091,0.0,0.0,0.588,0.0,0.0
118767,0.276,0.0,0.0,0.007,0.007,0.448,0.022,0.235,0.004,0.537,0.451,0.007,0.0,0.004,0.0,0.015,0.0,0.0,0.179,0.067,0.004,0.0,0.735,0.0,0.0
118770,0.259,0.0,0.074,0.033,0.107,0.493,0.011,0.022,0.0,0.467,0.533,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.004,0.0,0.0,0.0,0.863,0.019,0.0
118771,0.398,0.0,0.032,0.003,0.076,0.49,0.0,0.0,0.0,0.669,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.975,0.01,0.0
118783,0.387,0.0,0.072,0.016,0.118,0.321,0.056,0.026,0.003,0.325,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.0,0.0,0.0,0.83,0.01,0.0
