region_code,0_0,0_1,0_2,0_3,0_4,0_5,0_6,0_7,0_8,1_0,1_1,1_2,1_3,1_4,1_5,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9
118784,0.413,0.0,0.298,0.0,0.0,0.281,0.0,0.008,0.0,0.512,0.479,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
118785,0.248,0.0,0.0,0.015,0.045,0.519,0.023,0.15,0.0,0.436,0.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.992,0.0,0.0
118786,0.121,0.0,0.046,0.052,0.046,0.672,0.006,0.052,0.006,0.713,0.19,0.0,0.057,0.04,0.0,0.04,0.0,0.0,0.0,0.017,0.0,0.0,0.937,0.006,0.0
118791,0.177,0.006,0.101,0.032,0.019,0.652,0.0,0.006,0.006,0.481,0.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.095,0.0,0.0,0.842,0.0,0.0
118793,0.442,0.0,0.214,0.019,0.209,0.097,0.0,0.019,0.0,0.316,0.675,0.01,0.0,0.0,0.0,0.019,0.0,0.0,0.073,0.005,0.01,0.0,0.893,0.0,0.0
118794,0.04,0.0,0.321,0.024,0.0,0.398,0.048,0.165,0.004,0.799,0.201,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.137,0.0,0.0,0.0,0.851,0.008,0.0
118797,0.227,0.0,0.108,0.023,0.042,0.362,0.0,0.238,0.0,0.635,0.354,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.735,0.0,0.0,0.0,0.265,0.0,0.0
118799,0.39,0.0,0.257,0.022,0.007,0.316,0.0,0.007,0.0,0.36,0.632,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.007,0.007,0.0,0.0,0.978,0.0,0.0
118800,0.039,0.014,0.011,0.011,0.045,0.875,0.0,0.002,0.002,0.725,0.275,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.1,0.023,0.002,0.0,0.87,0.002,0.0
118806,0.252,0.0,0.164,0.018,0.011,0.537,0.004,0.013,0.0,0.836,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.526,0.002,0.0,0.413,0.02,0.0
118814,0.267,0.0,0.318,0.035,0.016,0.23,0.042,0.091,0.0,0.589,0.411,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.058,0.008,0.002,0.0,0.898,0.013,0.0
118816,0.116,0.006,0.423,0.028,0.313,0.082,0.006,0.025,0.0,0.433,0.567,0.0,0.0,0.0,0.0,0.041,0.003,0.003,0.003,0.013,0.0,0.0,0.925,0.013,0.0
118817,0.214,0.0,0.024,0.048,0.105,0.386,0.086,0.114,0.024,0.457,0.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.005,0.0,0.0,0.981,0.0,0.0
118818,0.184,0.0,0.025,0.016,0.067,0.701,0.0,0.007,0.0,0.752,0.241,0.002,0.0,0.002,0.002,0.0,0.0,0.0,0.002,0.03,0.0,0.0,0.963,0.005,0.0
118821,0.182,0.002,0.099,0.019,0.044,0.646,0.005,0.002,0.0,0.724,0.276,0.0,0.0,0.0,0.0,0.031,0.0,0.0,0.002,0.0,0.0,0.0,0.891,0.075,0.0
118824,0.258,0.0,0.057,0.01,0.301,0.359,0.0,0.014,0.0,0.187,0.813,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.01,0.005,0.0,0.0,0.971,0.01,0.0
118827,0.056,0.0,0.346,0.009,0.019,0.477,0.047,0.047,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.972,0.0,0.019
118829,0.18,0.0,0.137,0.183,0.359,0.095,0.011,0.032,0.004,0.092,0.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.014,0.004,0.0,0.968,0.0,0.0
162989,0.519,0.0,0.016,0.041,0.28,0.132,0.0,0.012,0.0,0.021,0.971,0.004,0.004,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.008,0.255,0.704,0.025,0.0
118845,0.142,0.009,0.321,0.0,0.123,0.358,0.0,0.038,0.009,0.981,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.991,0.0,0.0
118860,0.073,0.0,0.518,0.091,0.209,0.1,0.009,0.0,0.0,0.409,0.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
118861,0.447,0.0,0.019,0.093,0.068,0.267,0.012,0.093,0.0,0.118,0.882,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.994,0.0,0.0
118870,0.121,0.048,0.14,0.218,0.191,0.258,0.0,0.024,0.0,0.336,0.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.925,0.0,0.0
118875,0.263,0.0,0.023,0.063,0.623,0.023,0.0,0.0,0.006,0.36,0.64,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.989,0.0,0.0
118879,0.358,0.0,0.086,0.026,0.053,0.477,0.0,0.0,0.0,0.351,0.649,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.06,0.252,0.0,0.0,0.662,0.0,0.0
118883,0.158,0.0,0.093,0.016,0.288,0.377,0.023,0.044,0.001,0.548,0.449,0.003,0.0,0.0,0.0,0.006,0.0,0.0,0.203,0.199,0.003,0.0,0.589,0.0,0.0
118884,0.27,0.002,0.138,0.009,0.177,0.367,0.024,0.01,0.003,0.335,0.665,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.184,0.009,0.0,0.0,0.806,0.0,0.0
118886,0.295,0.001,0.292,0.007,0.068,0.271,0.012,0.052,0.002,0.488,0.466,0.0,0.011,0.034,0.001,0.016,0.0,0.002,0.101,0.004,0.0,0.0,0.873,0.004,0.0
118889,0.133,0.01,0.305,0.076,0.124,0.338,0.01,0.0,0.005,0.514,0.31,0.01,0.167,0.0,0.0,0.01,0.0,0.0,0.033,0.0,0.014,0.0,0.89,0.052,0.0
118891,0.186,0.054,0.225,0.011,0.028,0.487,0.008,0.0,0.0,0.279,0.713,0.0,0.0,0.008,0.0,0.023,0.0,0.0,0.017,0.0,0.0,0.0,0.949,0.011,0.0
118892,0.056,0.0,0.236,0.016,0.232,0.38,0.004,0.072,0.004,0.644,0.34,0.0,0.012,0.0,0.004,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.936,0.052,0.0
118893,0.322,0.028,0.174,0.064,0.092,0.291,0.006,0.022,0.0,0.401,0.594,0.003,0.003,0.0,0.0,0.011,0.0,0.003,0.218,0.0,0.003,0.0,0.7,0.064,0.0
118895,0.131,0.009,0.276,0.145,0.042,0.271,0.121,0.0,0.005,0.098,0.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0.009,0.0,0.818,0.014,0.0
118897,0.285,0.0,0.075,0.0,0.107,0.522,0.0,0.012,0.0,0.435,0.562,0.0,0.003,0.0,0.0,0.006,0.0,0.0,0.052,0.006,0.0,0.0,0.937,0.0,0.0
118900,0.262,0.004,0.262,0.004,0.363,0.056,0.012,0.032,0.004,0.29,0.625,0.004,0.032,0.048,0.0,0.004,0.0,0.004,0.548,0.056,0.012,0.0,0.371,0.004,0.0
118901,0.231,0.0,0.266,0.028,0.087,0.383,0.0,0.003,0.003,0.737,0.26,0.001,0.0,0.0,0.001,0.029,0.0,0.0,0.203,0.035,0.007,0.0,0.713,0.013,0.0
118902,0.282,0.012,0.082,0.005,0.126,0.478,0.004,0.002,0.009,0.471,0.434,0.002,0.039,0.019,0.035,0.012,0.0,0.0,0.581,0.187,0.002,0.002,0.203,0.011,0.002
118907,0.167,0.0,0.002,0.018,0.013,0.798,0.0,0.002,0.0,0.247,0.749,0.002,0.0,0.0,0.002,0.0,0.0,0.0,0.002,0.004,0.0,0.0,0.956,0.038,0.0
118919,0.415,0.0,0.0,0.111,0.005,0.01,0.0,0.0,0.459,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556,0.014,0.0,0.0,0.43,0.0,0.0
118922,0.289,0.0,0.0,0.016,0.02,0.648,0.004,0.024,0.0,0.182,0.684,0.0,0.0,0.0,0.134,0.186,0.0,0.0,0.008,0.008,0.008,0.0,0.791,0.0,0.0
118929,0.294,0.0,0.184,0.018,0.047,0.436,0.01,0.011,0.0,0.629,0.366,0.001,0.0,0.003,0.0,0.076,0.0,0.001,0.277,0.055,0.006,0.0,0.519,0.065,0.0
118930,0.21,0.0,0.073,0.023,0.068,0.607,0.012,0.005,0.002,0.52,0.478,0.0,0.002,0.0,0.0,0.026,0.0,0.0,0.125,0.129,0.0,0.002,0.701,0.017,0.0
118932,0.436,0.0,0.078,0.019,0.037,0.294,0.115,0.016,0.005,0.588,0.404,0.005,0.0,0.0,0.003,0.078,0.0,0.0,0.083,0.003,0.003,0.0,0.762,0.072,0.0
118933,0.486,0.0,0.146,0.008,0.057,0.25,0.009,0.015,0.028,0.403,0.585,0.007,0.004,0.001,0.0,0.01,0.001,0.0,0.337,0.017,0.002,0.0,0.616,0.017,0.0
118934,0.327,0.003,0.097,0.078,0.028,0.413,0.025,0.028,0.003,0.393,0.587,0.017,0.003,0.0,0.0,0.003,0.0,0.0,0.67,0.097,0.0,0.0,0.213,0.017,0.0
118937,0.274,0.0,0.252,0.008,0.271,0.177,0.008,0.0,0.011,0.35,0.647,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0.041,0.011,0.0,0.643,0.008,0.0
118938,0.479,0.001,0.039,0.015,0.087,0.329,0.023,0.025,0.002,0.296,0.669,0.001,0.033,0.001,0.0,0.022,0.0,0.0,0.268,0.138,0.001,0.0,0.563,0.006,0.002
118939,0.07,0.0,0.381,0.058,0.131,0.293,0.024,0.043,0.0,0.192,0.741,0.0,0.0,0.067,0.0,0.003,0.0,0.0,0.061,0.015,0.0,0.0,0.921,0.0,0.0
118940,0.213,0.0,0.004,0.017,0.013,0.443,0.19,0.121,0.0,0.082,0.912,0.0,0.004,0.002,0.0,0.002,0.0,0.0,0.569,0.008,0.0,0.0,0.381,0.04,0.0
118941,0.277,0.006,0.006,0.032,0.181,0.49,0.0,0.006,0.0,0.239,0.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.994,0.0,0.0
118943,0.153,0.0,0.0,0.051,0.273,0.505,0.004,0.015,0.0,0.444,0.556,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.065,0.0,0.0,0.0,0.844,0.007,0.0
118948,0.513,0.0,0.0,0.027,0.091,0.251,0.102,0.016,0.0,0.043,0.941,0.005,0.005,0.005,0.0,0.102,0.0,0.0,0.289,0.016,0.0,0.0,0.594,0.0,0.0
118949,0.388,0.03,0.507,0.015,0.0,0.015,0.0,0.045,0.0,0.239,0.746,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.015,0.134,0.0,0.0,0.806,0.045,0.0
118960,0.339,0.0,0.025,0.0,0.587,0.033,0.008,0.008,0.0,0.248,0.752,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.769,0.0,0.0,0.0,0.223,0.0,0.0
118964,0.068,0.004,0.011,0.006,0.615,0.292,0.001,0.002,0.001,0.689,0.308,0.001,0.001,0.0,0.0,0.015,0.0,0.001,0.131,0.016,0.006,0.0,0.818,0.012,0.0
118966,0.209,0.0,0.0,0.011,0.585,0.152,0.0,0.043,0.0,0.195,0.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289,0.004,0.0,0.004,0.704,0.0,0.0
118969,0.082,0.0,0.148,0.008,0.238,0.25,0.047,0.164,0.062,0.266,0.695,0.035,0.0,0.004,0.0,0.016,0.0,0.0,0.301,0.129,0.008,0.0,0.371,0.176,0.0
118972,0.203,0.001,0.045,0.033,0.338,0.311,0.012,0.051,0.004,0.244,0.745,0.011,0.0,0.001,0.0,0.001,0.0,0.001,0.299,0.115,0.0,0.0,0.58,0.004,0.0
118973,0.13,0.0,0.188,0.01,0.455,0.205,0.007,0.002,0.002,0.443,0.553,0.002,0.002,0.0,0.0,0.0,0.0,0.002,0.364,0.051,0.0,0.0,0.582,0.0,0.0
118974,0.082,0.004,0.357,0.022,0.175,0.245,0.115,0.0,0.0,0.476,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.461,0.0,0.0,0.528,0.004,0.0
163062,0.32,0.016,0.028,0.02,0.449,0.032,0.016,0.117,0.0,0.223,0.652,0.004,0.077,0.045,0.0,0.0,0.0,0.0,0.012,0.02,0.012,0.085,0.854,0.016,0.0
118979,0.231,0.004,0.223,0.008,0.115,0.083,0.006,0.263,0.066,0.711,0.28,0.008,0.0,0.0,0.0,0.023,0.0,0.0,0.019,0.002,0.008,0.0,0.904,0.042,0.0
118982,0.491,0.0,0.393,0.011,0.055,0.037,0.013,0.0,0.0,0.406,0.591,0.003,0.0,0.0,0.0,0.04,0.0,0.0,0.003,0.0,0.0,0.0,0.934,0.024,0.0
118983,0.267,0.007,0.031,0.046,0.229,0.404,0.002,0.011,0.002,0.482,0.516,0.002,0.0,0.0,0.0,0.01,0.0,0.0,0.066,0.012,0.002,0.0,0.88,0.03,0.0
118984,0.327,0.0,0.112,0.037,0.131,0.393,0.0,0.0,0.0,0.131,0.86,0.0,0.0,0.009,0.0,0.009,0.0,0.0,0.028,0.0,0.0,0.0,0.953,0.009,0.0
118985,0.294,0.003,0.076,0.013,0.302,0.294,0.013,0.005,0.0,0.358,0.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.926,0.069,0.0
118986,0.131,0.0,0.184,0.11,0.19,0.361,0.013,0.008,0.003,0.741,0.257,0.0,0.0,0.001,0.0,0.003,0.0,0.0,0.008,0.009,0.004,0.0,0.972,0.004,0.0
118987,0.043,0.0,0.393,0.021,0.016,0.516,0.0,0.008,0.003,0.58,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.008,0.003,0.0,0.84,0.0,0.0
118988,0.401,0.001,0.105,0.009,0.117,0.345,0.013,0.007,0.001,0.396,0.595,0.003,0.005,0.0,0.0,0.033,0.0,0.0,0.042,0.007,0.0,0.0,0.895,0.021,0.001
118989,0.061,0.0,0.009,0.071,0.104,0.717,0.005,0.033,0.0,0.764,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.005,0.0,0.0,0.976,0.0,0.0
118990,0.098,0.002,0.229,0.005,0.042,0.49,0.009,0.122,0.003,0.619,0.379,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.28,0.007,0.0,0.0,0.713,0.0,0.0
118991,0.15,0.004,0.16,0.051,0.043,0.584,0.002,0.006,0.0,0.694,0.304,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.606,0.0,0.0,0.0,0.394,0.0,0.0
118992,0.112,0.002,0.0,0.082,0.102,0.611,0.034,0.057,0.0,0.643,0.347,0.009,0.0,0.0,0.0,0.047,0.0,0.0,0.446,0.163,0.006,0.0,0.315,0.023,0.0
118994,0.235,0.0,0.302,0.014,0.168,0.214,0.063,0.004,0.0,0.442,0.551,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.33,0.007,0.0,0.0,0.632,0.032,0.0
118995,0.214,0.0,0.133,0.0,0.066,0.574,0.002,0.006,0.006,0.591,0.384,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.019,0.127,0.0,0.0,0.854,0.0,0.0
118996,0.327,0.052,0.052,0.008,0.202,0.294,0.038,0.027,0.0,0.433,0.559,0.003,0.0,0.005,0.0,0.016,0.0,0.0,0.041,0.025,0.0,0.0,0.918,0.0,0.0
118999,0.437,0.0,0.115,0.01,0.142,0.289,0.005,0.0,0.002,0.365,0.629,0.001,0.002,0.002,0.0,0.007,0.0,0.0,0.442,0.075,0.0,0.0,0.469,0.006,0.001
119000,0.264,0.0,0.066,0.003,0.136,0.375,0.075,0.082,0.0,0.213,0.75,0.001,0.036,0.0,0.0,0.0,0.0,0.0,0.092,0.177,0.003,0.0,0.725,0.004,0.0
119001,0.397,0.0,0.229,0.0,0.187,0.182,0.005,0.0,0.0,0.07,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336,0.014,0.0,0.0,0.65,0.0,0.0
119003,0.282,0.0,0.073,0.014,0.05,0.472,0.094,0.009,0.005,0.351,0.649,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.135,0.002,0.002,0.0,0.853,0.005,0.0
119004,0.393,0.0,0.07,0.008,0.247,0.279,0.003,0.0,0.0,0.117,0.881,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.024,0.0,0.0,0.802,0.003,0.0
119007,0.225,0.002,0.115,0.095,0.051,0.396,0.029,0.084,0.004,0.421,0.562,0.004,0.007,0.004,0.002,0.013,0.0,0.0,0.161,0.438,0.002,0.002,0.372,0.011,0.0
119009,0.031,0.0,0.529,0.035,0.251,0.149,0.0,0.004,0.0,0.227,0.769,0.0,0.0,0.0,0.004,0.02,0.0,0.0,0.016,0.004,0.004,0.0,0.957,0.0,0.0
119011,0.403,0.001,0.043,0.008,0.146,0.274,0.053,0.068,0.004,0.415,0.576,0.006,0.0,0.003,0.0,0.0,0.0,0.0,0.504,0.026,0.003,0.0,0.465,0.001,0.0
119012,0.509,0.002,0.224,0.017,0.079,0.138,0.009,0.022,0.0,0.197,0.752,0.004,0.048,0.0,0.0,0.092,0.0,0.0,0.29,0.029,0.0,0.0,0.588,0.0,0.0
195818,0.163,0.006,0.423,0.026,0.016,0.24,0.003,0.103,0.019,0.763,0.228,0.0,0.006,0.003,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.981,0.0,0.0
163005,0.16,0.0,0.032,0.071,0.436,0.141,0.026,0.135,0.0,0.429,0.564,0.006,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.006,0.987,0.0,0.0
123445,0.019,0.0,0.0,0.009,0.947,0.016,0.0,0.008,0.0,0.444,0.509,0.001,0.001,0.026,0.019,0.001,0.0,0.0,0.053,0.019,0.004,0.0,0.915,0.008,0.0
163031,0.063,0.0,0.0,0.045,0.0,0.396,0.0,0.495,0.0,0.279,0.712,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.153,0.0,0.279,0.55,0.0,0.009
123447,0.062,0.0,0.0,0.027,0.903,0.006,0.0,0.0,0.002,0.179,0.816,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.109,0.006,0.0,0.849,0.002,0.0
123449,0.081,0.0,0.004,0.009,0.85,0.038,0.017,0.0,0.0,0.03,0.944,0.004,0.017,0.004,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.987,0.009,0.0
123452,0.012,0.0,0.0,0.0,0.988,0.0,0.0,0.0,0.0,0.422,0.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292,0.137,0.006,0.0,0.553,0.012,0.0
123457,0.012,0.0,0.001,0.014,0.922,0.051,0.0,0.0,0.0,0.379,0.618,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.068,0.005,0.0,0.001,0.884,0.042,0.0
123458,0.112,0.002,0.0,0.008,0.865,0.013,0.0,0.0,0.0,0.361,0.627,0.0,0.006,0.0,0.006,0.0,0.0,0.0,0.034,0.011,0.002,0.0,0.909,0.044,0.0
123461,0.013,0.0,0.0,0.027,0.952,0.009,0.0,0.0,0.0,0.457,0.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.002,0.0,0.0,0.785,0.025,0.0
123462,0.014,0.002,0.009,0.021,0.943,0.01,0.002,0.0,0.0,0.856,0.137,0.0,0.002,0.003,0.002,0.002,0.0,0.0,0.143,0.0,0.0,0.002,0.662,0.192,0.0
123466,0.025,0.001,0.001,0.02,0.946,0.007,0.001,0.0,0.001,0.681,0.315,0.002,0.001,0.001,0.0,0.034,0.0,0.001,0.121,0.023,0.018,0.001,0.739,0.062,0.0
123467,0.039,0.0,0.014,0.05,0.896,0.0,0.0,0.0,0.0,0.305,0.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.311,0.006,0.0,0.0,0.63,0.053,0.0
123468,0.012,0.0,0.0,0.012,0.969,0.005,0.0,0.0,0.002,0.817,0.162,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.038,0.092,0.005,0.0,0.634,0.232,0.0
163007,0.278,0.006,0.052,0.077,0.159,0.372,0.0,0.056,0.0,0.328,0.668,0.0,0.0,0.004,0.0,0.002,0.0,0.0,0.048,0.017,0.029,0.161,0.741,0.002,0.0
123470,0.085,0.0,0.0,0.012,0.899,0.004,0.0,0.0,0.0,0.24,0.748,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.004,0.0,0.965,0.023,0.0
123471,0.118,0.0,0.0,0.031,0.82,0.012,0.006,0.012,0.0,0.199,0.801,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.025,0.037,0.012,0.0,0.919,0.0,0.0
123473,0.024,0.0,0.0,0.012,0.96,0.004,0.0,0.0,0.0,0.794,0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734,0.266,0.0
123475,0.044,0.001,0.007,0.058,0.877,0.012,0.0,0.0,0.0,0.828,0.148,0.003,0.0,0.001,0.019,0.01,0.0,0.0,0.108,0.01,0.004,0.003,0.719,0.145,0.0
123476,0.055,0.0,0.0,0.007,0.934,0.004,0.0,0.0,0.0,0.71,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.18,0.0
123479,0.017,0.004,0.256,0.0,0.697,0.004,0.0,0.021,0.0,0.393,0.389,0.0,0.0,0.214,0.004,0.064,0.0,0.0,0.004,0.004,0.004,0.0,0.85,0.073,0.0
123480,0.025,0.0,0.0,0.122,0.807,0.036,0.0,0.01,0.0,0.472,0.426,0.051,0.005,0.041,0.005,0.01,0.0,0.0,0.025,0.02,0.071,0.0,0.777,0.096,0.0
123483,0.046,0.0,0.0,0.043,0.911,0.0,0.0,0.0,0.0,0.824,0.17,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.092,0.014,0.003,0.0,0.833,0.058,0.0
123484,0.06,0.0,0.03,0.006,0.292,0.589,0.0,0.024,0.0,0.259,0.735,0.006,0.0,0.0,0.0,0.467,0.0,0.0,0.039,0.0,0.0,0.0,0.396,0.098,0.0
123489,0.079,0.0,0.0,0.018,0.882,0.011,0.011,0.0,0.0,0.104,0.896,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.943,0.043,0.0
123496,0.04,0.0,0.0,0.007,0.949,0.002,0.002,0.0,0.0,0.585,0.408,0.004,0.002,0.0,0.0,0.002,0.0,0.0,0.215,0.002,0.002,0.0,0.727,0.051,0.0
123497,0.032,0.014,0.0,0.037,0.868,0.046,0.0,0.005,0.0,0.612,0.374,0.009,0.0,0.005,0.0,0.005,0.0,0.0,0.073,0.014,0.023,0.0,0.872,0.014,0.0
199925,0.186,0.003,0.381,0.038,0.035,0.295,0.041,0.018,0.003,0.027,0.973,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.009,0.003,0.0,0.012,0.962,0.0,0.0
123508,0.044,0.0,0.004,0.0,0.952,0.0,0.0,0.0,0.0,0.637,0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.919,0.056,0.0
123509,0.025,0.0,0.0,0.029,0.816,0.13,0.0,0.0,0.0,0.86,0.124,0.0,0.006,0.0,0.01,0.006,0.0,0.0,0.0,0.006,0.003,0.0,0.984,0.0,0.0
163129,0.025,0.0,0.02,0.02,0.08,0.452,0.005,0.397,0.0,0.161,0.834,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.035,0.025,0.025,0.357,0.518,0.035,0.0
123515,0.062,0.0,0.0,0.004,0.888,0.046,0.0,0.0,0.0,0.614,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.871,0.116,0.0
123516,0.056,0.0,0.002,0.012,0.685,0.232,0.002,0.002,0.007,0.539,0.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.002,0.0,0.98,0.01,0.0
123517,0.011,0.0,0.0,0.008,0.979,0.003,0.0,0.0,0.0,0.354,0.639,0.0,0.0,0.008,0.0,0.018,0.0,0.0,0.058,0.0,0.0,0.0,0.9,0.024,0.0
123518,0.0,0.0,0.0,0.0,0.985,0.015,0.0,0.0,0.0,0.729,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.005,0.005,0.0,0.887,0.079,0.0
123519,0.112,0.0,0.0,0.009,0.851,0.02,0.006,0.003,0.0,0.272,0.722,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.327,0.0,0.009,0.023,0.642,0.0,0.0
123520,0.057,0.0,0.0,0.039,0.904,0.0,0.0,0.0,0.0,0.404,0.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.007,0.0,0.932,0.032,0.0
123521,0.174,0.0,0.0,0.004,0.806,0.016,0.0,0.0,0.0,0.585,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.004,0.0,0.964,0.024,0.0
123522,0.041,0.0,0.013,0.016,0.916,0.009,0.0,0.001,0.003,0.657,0.341,0.0,0.0,0.0,0.001,0.001,0.008,0.0,0.062,0.138,0.004,0.003,0.743,0.041,0.0
123524,0.126,0.0,0.003,0.029,0.81,0.026,0.0,0.006,0.0,0.032,0.965,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.026,0.013,0.003,0.0,0.952,0.006,0.0
123526,0.073,0.0,0.0,0.006,0.921,0.0,0.0,0.0,0.0,0.256,0.744,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.11,0.013,0.0,0.0,0.861,0.013,0.0
123527,0.077,0.0,0.0,0.012,0.899,0.0,0.0,0.0,0.012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.994,0.0,0.0
123528,0.308,0.0,0.003,0.011,0.422,0.236,0.003,0.016,0.003,0.549,0.446,0.0,0.003,0.0,0.003,0.117,0.0,0.0,0.117,0.011,0.008,0.0,0.748,0.0,0.0
123530,0.082,0.004,0.0,0.028,0.851,0.004,0.0,0.032,0.0,0.295,0.658,0.046,0.0,0.0,0.0,0.032,0.0,0.0,0.228,0.132,0.0,0.0,0.598,0.011,0.0
123532,0.093,0.0,0.013,0.0,0.893,0.0,0.0,0.0,0.0,0.516,0.48,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.978,0.018,0.0
123534,0.052,0.0,0.0,0.006,0.935,0.006,0.0,0.0,0.0,0.484,0.51,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.013,0.961,0.019,0.0
123536,0.03,0.006,0.018,0.006,0.929,0.0,0.012,0.0,0.0,0.327,0.661,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.988,0.0,0.0
123540,0.077,0.0,0.003,0.012,0.908,0.0,0.0,0.0,0.0,0.609,0.385,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.022,0.0,0.012,0.0,0.963,0.003,0.0
123542,0.027,0.0,0.0,0.027,0.945,0.0,0.0,0.0,0.0,0.218,0.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.991,0.0,0.0
